x-axis,1
second,Volt
-416.0000E-06,-194.5929625E-03
-415.3800E-06,-188.9648219E-03
-414.7600E-06,-194.5929625E-03
-414.1400E-06,-195.3969826E-03
-413.5200E-06,-201.0251232E-03
-412.9000E-06,-196.2010027E-03
-412.2800E-06,-207.4572840E-03
-411.6600E-06,-201.8291433E-03
-411.0400E-06,-201.8291433E-03
-410.4200E-06,-202.6331634E-03
-409.8000E-06,-201.8291433E-03
-409.1800E-06,-213.8894447E-03
-408.5600E-06,-208.2613041E-03
-407.9400E-06,-208.2613041E-03
-407.3200E-06,-214.6934648E-03
-406.7000E-06,-214.6934648E-03
-406.0800E-06,-214.6934648E-03
-405.4600E-06,-220.3216054E-03
-404.8400E-06,-215.4974849E-03
-404.2200E-06,-220.3216054E-03
-403.6000E-06,-227.5577863E-03
-402.9800E-06,-227.5577863E-03
-402.3600E-06,-227.5577863E-03
-401.7400E-06,-227.5577863E-03
-401.1200E-06,-228.3618064E-03
-400.5000E-06,-233.9899470E-03
-399.8800E-06,-233.9899470E-03
-399.2600E-06,-233.9899470E-03
-398.6400E-06,-240.4221077E-03
-398.0200E-06,-240.4221077E-03
-397.4000E-06,-241.2261278E-03
-396.7800E-06,-240.4221077E-03
-396.1600E-06,-246.8542685E-03
-395.5400E-06,-246.8542685E-03
-394.9200E-06,-252.4824091E-03
-394.3000E-06,-247.6582886E-03
-393.6800E-06,-254.0904493E-03
-393.0600E-06,-253.2864292E-03
-392.4400E-06,-258.9145699E-03
-391.8200E-06,-253.2864292E-03
-391.2000E-06,-259.7185900E-03
-390.5800E-06,-253.2864292E-03
-389.9600E-06,-265.3467306E-03
-389.3400E-06,-259.7185900E-03
-388.7200E-06,-266.1507507E-03
-388.1000E-06,-260.5226100E-03
-387.4800E-06,-272.5829114E-03
-386.8600E-06,-266.1507507E-03
-386.2400E-06,-266.1507507E-03
-385.6200E-06,-272.5829114E-03
-385.0000E-06,-273.3869315E-03
-384.3800E-06,-273.3869315E-03
-383.7600E-06,-279.0150722E-03
-383.1400E-06,-279.8190922E-03
-382.5200E-06,-285.4472329E-03
-381.9000E-06,-279.8190922E-03
-381.2800E-06,-285.4472329E-03
-380.6600E-06,-291.0753735E-03
-380.0400E-06,-291.8793936E-03
-379.4200E-06,-286.2512530E-03
-378.8000E-06,-291.8793936E-03
-378.1800E-06,-291.8793936E-03
-377.5600E-06,-297.5075343E-03
-376.9400E-06,-292.6834137E-03
-376.3200E-06,-298.3115544E-03
-375.7000E-06,-299.1155745E-03
-375.0800E-06,-303.9396950E-03
-374.4600E-06,-304.7437151E-03
-373.8400E-06,-303.9396950E-03
-373.2200E-06,-304.7437151E-03
-372.6000E-06,-311.1758758E-03
-371.9800E-06,-305.5477352E-03
-371.3600E-06,-311.1758758E-03
-370.7400E-06,-311.1758758E-03
-370.1200E-06,-316.8040165E-03
-369.5000E-06,-311.9798959E-03
-368.8800E-06,-311.9798959E-03
-368.2600E-06,-317.6080366E-03
-367.6400E-06,-323.2361772E-03
-367.0200E-06,-318.4120567E-03
-366.4000E-06,-323.2361772E-03
-365.7800E-06,-324.0401973E-03
-365.1600E-06,-324.0401973E-03
-364.5400E-06,-324.8442174E-03
-363.9200E-06,-330.4723580E-03
-363.3000E-06,-330.4723580E-03
-362.6800E-06,-336.9045188E-03
-362.0600E-06,-336.9045188E-03
-361.4400E-06,-336.9045188E-03
-360.8200E-06,-341.7286393E-03
-360.2000E-06,-343.3366795E-03
-359.5800E-06,-336.9045188E-03
-358.9600E-06,-343.3366795E-03
-358.3400E-06,-338.5125590E-03
-357.7200E-06,-348.1608001E-03
-357.1000E-06,-344.1406996E-03
-356.4800E-06,-349.7688402E-03
-355.8600E-06,-349.7688402E-03
-355.2400E-06,-349.7688402E-03
-354.6200E-06,-356.2010010E-03
-354.0000E-06,-350.5728603E-03
-353.3800E-06,-350.5728603E-03
-352.7600E-06,-361.8291416E-03
-352.1400E-06,-350.5728603E-03
-351.5200E-06,-362.6331617E-03
-350.9000E-06,-361.8291416E-03
-350.2800E-06,-362.6331617E-03
-349.6600E-06,-368.2613024E-03
-349.0400E-06,-368.2613024E-03
-348.4200E-06,-362.6331617E-03
-347.8000E-06,-363.4371818E-03
-347.1800E-06,-369.0653224E-03
-346.5600E-06,-369.8693425E-03
-345.9400E-06,-374.6934631E-03
-345.3200E-06,-375.4974832E-03
-344.7000E-06,-381.1256238E-03
-344.0800E-06,-375.4974832E-03
-343.4600E-06,-381.1256238E-03
-342.8400E-06,-375.4974832E-03
-342.2200E-06,-375.4974832E-03
-341.6000E-06,-381.9296439E-03
-340.9800E-06,-381.9296439E-03
-340.3600E-06,-387.5577846E-03
-339.7400E-06,-382.7336640E-03
-339.1200E-06,-381.9296439E-03
-338.5000E-06,-381.9296439E-03
-337.8800E-06,-382.7336640E-03
-337.2600E-06,-389.1658247E-03
-336.6400E-06,-388.3618047E-03
-336.0200E-06,-393.9899453E-03
-335.4000E-06,-389.9698448E-03
-334.7800E-06,-394.7939654E-03
-334.1600E-06,-394.7939654E-03
-333.5400E-06,-400.4221060E-03
-332.9200E-06,-394.7939654E-03
-332.3000E-06,-400.4221060E-03
-331.6800E-06,-401.2261261E-03
-331.0600E-06,-401.2261261E-03
-330.4400E-06,-401.2261261E-03
-329.8200E-06,-401.2261261E-03
-329.2000E-06,-406.8542668E-03
-328.5800E-06,-401.2261261E-03
-327.9600E-06,-402.0301462E-03
-327.3400E-06,-408.4623070E-03
-326.7200E-06,-408.4623070E-03
-326.1000E-06,-407.6582869E-03
-325.4800E-06,-414.0904476E-03
-324.8600E-06,-414.0904476E-03
-324.2400E-06,-414.0904476E-03
-323.6200E-06,-407.6582869E-03
-323.0000E-06,-419.7185882E-03
-322.3800E-06,-419.7185882E-03
-321.7600E-06,-419.7185882E-03
-321.1400E-06,-420.5226083E-03
-320.5200E-06,-414.8944677E-03
-319.9000E-06,-420.5226083E-03
-319.2800E-06,-419.7185882E-03
-318.6600E-06,-420.5226083E-03
-318.0400E-06,-420.5226083E-03
-317.4200E-06,-426.9547691E-03
-316.8000E-06,-426.9547691E-03
-316.1800E-06,-421.3266284E-03
-315.5600E-06,-426.9547691E-03
-314.9400E-06,-426.9547691E-03
-314.3200E-06,-433.3869298E-03
-313.7000E-06,-433.3869298E-03
-313.0800E-06,-426.9547691E-03
-312.4600E-06,-433.3869298E-03
-311.8400E-06,-433.3869298E-03
-311.2200E-06,-433.3869298E-03
-310.6000E-06,-432.5829097E-03
