second,Volt
-172.2000E-06,+883.1265609E-03
-171.5000E-06,+881.8861099E-03
-170.8000E-06,+880.2901246E-03
-170.1000E-06,+877.5342008E-03
-169.4000E-06,+874.6774317E-03
-168.7000E-06,+870.6186216E-03
-168.0000E-06,+868.2075808E-03
-167.3000E-06,+866.1098458E-03
-166.6000E-06,+864.5707725E-03
-165.9000E-06,+863.5094705E-03
-165.2000E-06,+862.5325830E-03
-164.5000E-06,+860.9214015E-03
-163.8000E-06,+858.1926447E-03
-163.1000E-06,+854.3570724E-03
-162.4000E-06,+851.0531806E-03
-161.7000E-06,+847.4492418E-03
-161.0000E-06,+845.6885988E-03
-160.3000E-06,+844.2381111E-03
-159.6000E-06,+843.0447733E-03
-158.9000E-06,+842.0926201E-03
-158.2000E-06,+839.7086952E-03
-157.5000E-06,+837.1136913E-03
-156.8000E-06,+833.4707341E-03
-156.1000E-06,+829.6419536E-03
-155.4000E-06,+826.7646747E-03
-154.7000E-06,+824.9600775E-03
-154.0000E-06,+823.6729128E-03
-153.3000E-06,+822.5011676E-03
-152.6000E-06,+820.8486310E-03
-151.9000E-06,+818.2192026E-03
-151.2000E-06,+814.7043578E-03
-150.5000E-06,+810.6213087E-03
-149.8000E-06,+808.1743014E-03
-149.1000E-06,+805.5848060E-03
-148.4000E-06,+803.6790605E-03
-147.7000E-06,+802.9002984E-03
-147.0000E-06,+801.2786322E-03
-146.3000E-06,+798.6435804E-03
-145.6000E-06,+795.0585707E-03
-144.9000E-06,+790.4895107E-03
-144.2000E-06,+787.1145875E-03
-143.5000E-06,+784.6018902E-03
-142.8000E-06,+783.2862022E-03
-142.1000E-06,+781.6526334E-03
-141.4000E-06,+778.8408971E-03
-140.7000E-06,+775.0101776E-03
-140.0000E-06,+771.0012929E-03
-139.3000E-06,+767.3340267E-03
-138.6000E-06,+764.6614216E-03
-137.9000E-06,+763.3735968E-03
-137.2000E-06,+762.5101726E-03
-136.5000E-06,+760.6687710E-03
-135.8000E-06,+757.1875130E-03
-135.1000E-06,+752.6868809E-03
-134.4000E-06,+748.2511026E-03
-133.7000E-06,+745.0538651E-03
-133.0000E-06,+743.0343914E-03
-132.3000E-06,+741.1693581E-03
-131.6000E-06,+737.8833616E-03
-130.9000E-06,+733.1654759E-03
-130.2000E-06,+728.3275570E-03
-129.5000E-06,+725.1943656E-03
-128.8000E-06,+723.3524185E-03
-128.1000E-06,+722.1455629E-03
-127.4000E-06,+720.0188921E-03
-126.7000E-06,+716.6267926E-03
-126.0000E-06,+711.5642526E-03
-125.3000E-06,+707.2085098E-03
-124.6000E-06,+704.3563347E-03
-123.9000E-06,+702.9034343E-03
-123.2000E-06,+701.3075406E-03
-122.5000E-06,+698.1391257E-03
-121.8000E-06,+693.7386638E-03
-121.1000E-06,+689.5629164E-03
-120.4000E-06,+685.2826926E-03
-119.7000E-06,+683.3711191E-03
-119.0000E-06,+681.7275523E-03
-118.3000E-06,+679.5663267E-03
-117.6000E-06,+675.2634206E-03
-116.9000E-06,+670.2837197E-03
-116.2000E-06,+666.1833611E-03
-115.5000E-06,+663.5121666E-03
-114.8000E-06,+662.2591659E-03
-114.1000E-06,+660.3671929E-03
-113.4000E-06,+656.7862241E-03
-112.7000E-06,+651.6605931E-03
-112.0000E-06,+646.8802980E-03
-111.3000E-06,+643.8323718E-03
-110.6000E-06,+642.3816494E-03
-109.9000E-06,+640.3617503E-03
-109.2000E-06,+637.1759383E-03
-108.5000E-06,+632.0725773E-03
-107.8000E-06,+627.6420401E-03
-107.1000E-06,+623.8700542E-03
-106.4000E-06,+622.3723662E-03
-105.7000E-06,+620.3962910E-03
-105.0000E-06,+616.4792597E-03
-104.3000E-06,+610.6957888E-03
-103.6000E-06,+606.2878167E-03
-102.9000E-06,+603.3581136E-03
-102.2000E-06,+601.7629230E-03
-101.5000E-06,+599.6607831E-03
-100.8000E-06,+595.3921324E-03
-100.1000E-06,+589.9475578E-03
-99.4000E-06,+585.1440121E-03
-98.7000E-06,+582.8117699E-03
-98.0000E-06,+581.1633346E-03
-97.3000E-06,+578.8621626E-03
-96.6000E-06,+573.8021958E-03
-95.9000E-06,+568.3446680E-03
-95.2000E-06,+563.8217617E-03
-94.5000E-06,+562.0201619E-03
-93.8000E-06,+559.9499993E-03
-93.1000E-06,+555.8252311E-03
-92.4000E-06,+549.8635879E-03
-91.7000E-06,+545.1712269E-03
-91.0000E-06,+542.7676444E-03
-90.3000E-06,+541.0593943E-03
-89.6000E-06,+537.6369624E-03
-88.9000E-06,+533.0581078E-03
-88.2000E-06,+526.6485185E-03
-87.5000E-06,+523.2794266E-03
-86.8000E-06,+521.3671800E-03
-86.1000E-06,+518.5265047E-03
-85.4000E-06,+514.0560969E-03
-84.7000E-06,+508.1430377E-03
-84.0000E-06,+503.6654305E-03
-83.3000E-06,+501.9660112E-03
-82.6000E-06,+499.2404736E-03
-81.9000E-06,+494.8793892E-03
-81.2000E-06,+488.6213157E-03
-80.5000E-06,+484.2718772E-03
-79.8000E-06,+482.0638121E-03
-79.1000E-06,+480.2670291E-03
-78.4000E-06,+476.2078906E-03
-77.7000E-06,+470.5801965E-03
-77.0000E-06,+465.2384575E-03
-76.3000E-06,+462.4311174E-03
-75.6000E-06,+460.6718705E-03
-74.9000E-06,+457.1610139E-03
-74.2000E-06,+451.9438514E-03
-73.5000E-06,+446.3317142E-03
-72.8000E-06,+442.4975181E-03
-72.1000E-06,+440.2608822E-03
-71.4000E-06,+436.7169552E-03
-70.7000E-06,+431.0820753E-03
-70.0000E-06,+425.2888404E-03
-69.3000E-06,+422.2615043E-03
-68.6000E-06,+420.0939609E-03
-67.9000E-06,+416.9776192E-03
-67.2000E-06,+410.8462005E-03
-66.5000E-06,+405.1250565E-03
-65.8000E-06,+402.1734042E-03
-65.1000E-06,+399.9249649E-03
-64.4000E-06,+395.3366255E-03
-63.7000E-06,+389.3548077E-03
-63.0000E-06,+383.7062144E-03
-62.3000E-06,+381.5992620E-03
-61.6000E-06,+379.2470280E-03
-60.9000E-06,+375.1618015E-03
-60.2000E-06,+369.7710611E-03
-59.5000E-06,+364.5468345E-03
-58.8000E-06,+361.4921640E-03
-58.1000E-06,+359.6639636E-03
-57.4000E-06,+356.2581999E-03
-56.7000E-06,+349.4505862E-03
-56.0000E-06,+344.1647420E-03
-55.3000E-06,+341.4453576E-03
-54.6000E-06,+338.8539650E-03
-53.9000E-06,+334.4723955E-03
-53.2000E-06,+327.6339657E-03
-52.5000E-06,+322.8236541E-03
-51.8000E-06,+320.8580411E-03
-51.1000E-06,+318.9455081E-03
-50.4000E-06,+314.0888831E-03
-49.7000E-06,+307.7457620E-03
-49.0000E-06,+302.5976729E-03
-48.3000E-06,+300.8889717E-03
-47.6000E-06,+298.8957248E-03
-46.9000E-06,+293.5774109E-03
-46.2000E-06,+287.3311678E-03
-45.5000E-06,+282.6694288E-03
-44.8000E-06,+280.0949983E-03
-44.1000E-06,+276.4944856E-03
-43.4000E-06,+270.5874536E-03
-42.7000E-06,+264.5012141E-03
-42.0000E-06,+261.3602224E-03
-41.3000E-06,+259.5763014E-03
-40.6000E-06,+255.3503041E-03
-39.9000E-06,+248.1795971E-03
-39.2000E-06,+242.9597441E-03
-38.5000E-06,+240.6629795E-03
-37.8000E-06,+238.4360596E-03
-37.1000E-06,+233.6544680E-03
-36.4000E-06,+226.8619238E-03
-35.7000E-06,+222.7576632E-03
-35.0000E-06,+220.1229323E-03
-34.3000E-06,+217.2230981E-03
-33.6000E-06,+211.8756890E-03
-32.9000E-06,+205.3517998E-03
-32.2000E-06,+201.5519478E-03
-31.5000E-06,+199.1899763E-03
-30.8000E-06,+195.7043511E-03
-30.1000E-06,+188.4081694E-03
-29.4000E-06,+182.6495712E-03
-28.7000E-06,+180.1637510E-03
-28.0000E-06,+177.9746795E-03
-27.3000E-06,+172.4383237E-03
-26.6000E-06,+166.0278190E-03
-25.9000E-06,+161.4663249E-03
-25.2000E-06,+159.6766105E-03
-24.5000E-06,+156.7579172E-03
-23.8000E-06,+150.6137194E-03
-23.1000E-06,+144.5739796E-03
-22.4000E-06,+140.9322317E-03
-21.7000E-06,+138.4866037E-03
-21.0000E-06,+133.0913924E-03
-20.3000E-06,+126.3137503E-03
-19.6000E-06,+122.1860206E-03
-18.9000E-06,+119.7279990E-03
-18.2000E-06,+116.7058191E-03
-17.5000E-06,+111.7650074E-03
-16.8000E-06,+104.9098363E-03
-16.1000E-06,+100.8984897E-03
-15.4000E-06,+98.3703873E-03
-14.7000E-06,+93.7133819E-03
-14.0000E-06,+86.6249760E-03
-13.3000E-06,+81.8182132E-03
-12.6000E-06,+79.4853324E-03
-11.9000E-06,+76.7205154E-03
-11.2000E-06,+70.8282208E-03
-10.5000E-06,+64.4672948E-03
-9.8000E-06,+60.6787951E-03
-9.1000E-06,+58.6994834E-03
-8.4000E-06,+55.0932860E-03
-7.7000E-06,+48.1888470E-03
-7.0000E-06,+42.5460031E-03
-6.3000E-06,+39.7435297E-03
-5.6000E-06,+37.5061745E-03
-4.9000E-06,+32.0013104E-03
-4.2000E-06,+25.6169282E-03
-3.5000E-06,+21.0336842E-03
-2.8000E-06,+18.8950323E-03
-2.1000E-06,+15.2478318E-03
-1.4000E-06,+8.8516705E-03
-700.0E-09,+3.0569000E-03
-0.0E+00,-197.3083E-06
+700.0E-09,-1.9154434E-03
+1.4000E-06,-6.2390854E-03
+2.1000E-06,-12.3193211E-03
+2.8000E-06,-17.7112331E-03
+3.5000E-06,-20.8004983E-03
+4.2000E-06,-23.8012321E-03
+4.9000E-06,-28.6609245E-03
+5.6000E-06,-35.3241374E-03
+6.3000E-06,-39.6167989E-03
+7.0000E-06,-42.0162979E-03
+7.7000E-06,-46.0572956E-03
+8.4000E-06,-52.3760524E-03
+9.1000E-06,-57.9598838E-03
+9.8000E-06,-60.7410068E-03
+10.5000E-06,-62.9335625E-03
+11.2000E-06,-67.8314673E-03
+11.9000E-06,-74.4238072E-03
+12.6000E-06,-79.3612103E-03
+13.3000E-06,-81.3686372E-03
+14.0000E-06,-84.4171905E-03
+14.7000E-06,-90.7090586E-03
+15.4000E-06,-96.9972988E-03
+16.1000E-06,-100.2730540E-03
+16.8000E-06,-102.3858828E-03
+17.5000E-06,-105.8078230E-03
+18.2000E-06,-112.4642108E-03
+18.9000E-06,-118.3300061E-03
+19.6000E-06,-121.1683350E-03
+20.3000E-06,-123.8021607E-03
+21.0000E-06,-129.0621456E-03
+21.7000E-06,-135.4245145E-03
+22.4000E-06,-139.3432431E-03
+23.1000E-06,-142.0252304E-03
+23.8000E-06,-145.3897994E-03
+24.5000E-06,-151.4724794E-03
+25.2000E-06,-157.2573089E-03
+25.9000E-06,-160.5808616E-03
+26.6000E-06,-162.7390530E-03
+27.3000E-06,-167.0280488E-03
+28.0000E-06,-173.5987561E-03
+28.7000E-06,-179.0487319E-03
+29.4000E-06,-181.5016232E-03
+30.1000E-06,-184.4448172E-03
+30.8000E-06,-189.4577355E-03
+31.5000E-06,-196.0071657E-03
+32.2000E-06,-200.1633370E-03
+32.9000E-06,-202.1758208E-03
+33.6000E-06,-204.9597263E-03
+34.3000E-06,-211.4257811E-03
+35.0000E-06,-217.2231689E-03
+35.7000E-06,-221.0994520E-03
+36.4000E-06,-223.3007308E-03
+37.1000E-06,-228.3858875E-03
+37.8000E-06,-235.0832960E-03
+38.5000E-06,-240.1628149E-03
+39.2000E-06,-242.2958897E-03
+39.9000E-06,-245.0094591E-03
+40.6000E-06,-251.4352431E-03
+41.3000E-06,-257.3902945E-03
+42.0000E-06,-260.9234083E-03
+42.7000E-06,-262.2641311E-03
+43.4000E-06,-264.9759973E-03
+44.1000E-06,-270.8753205E-03
+44.8000E-06,-277.4013458E-03
+45.5000E-06,-280.8672437E-03
+46.2000E-06,-282.9018801E-03
+46.9000E-06,-286.8260650E-03
+47.6000E-06,-293.1804340E-03
+48.3000E-06,-298.9720756E-03
+49.0000E-06,-302.1922675E-03
+49.7000E-06,-305.5116301E-03
+50.4000E-06,-311.5609333E-03
+51.1000E-06,-317.2853504E-03
+51.8000E-06,-321.1741402E-03
+52.5000E-06,-323.1400396E-03
+53.2000E-06,-326.3544374E-03
+53.9000E-06,-332.1732104E-03
+54.6000E-06,-337.9624819E-03
+55.3000E-06,-341.1617650E-03
+56.0000E-06,-342.8479583E-03
+56.7000E-06,-345.4879802E-03
+57.4000E-06,-351.2022048E-03
+58.1000E-06,-357.1156031E-03
+58.8000E-06,-361.4507155E-03
+59.5000E-06,-363.3410528E-03
+60.2000E-06,-366.4878399E-03
+60.9000E-06,-373.0809163E-03
+61.6000E-06,-378.4269596E-03
+62.3000E-06,-381.6572702E-03
+63.0000E-06,-383.9438874E-03
+63.7000E-06,-387.6852048E-03
+64.4000E-06,-394.1679909E-03
+65.1000E-06,-399.8090634E-03
+65.8000E-06,-402.3485978E-03
+66.5000E-06,-404.1391705E-03
+67.2000E-06,-407.9037761E-03
+67.9000E-06,-414.3461052E-03
+68.6000E-06,-419.3355711E-03
+69.3000E-06,-422.4363555E-03
+70.0000E-06,-424.7427503E-03
+70.7000E-06,-429.0473804E-03
+71.4000E-06,-434.9417378E-03
+72.1000E-06,-440.1373631E-03
+72.8000E-06,-442.4426402E-03
+73.5000E-06,-444.7021167E-03
+74.2000E-06,-447.9182427E-03
+74.9000E-06,-454.2727815E-03
+75.6000E-06,-459.7904373E-03
+76.3000E-06,-462.3900028E-03
+77.0000E-06,-464.2371138E-03
+77.7000E-06,-467.3497409E-03
+78.4000E-06,-473.0339124E-03
+79.1000E-06,-478.8746825E-03
+79.8000E-06,-482.1077236E-03
+80.5000E-06,-484.3527616E-03
+81.2000E-06,-488.1802192E-03
+81.9000E-06,-494.0766473E-03
+82.6000E-06,-499.5745082E-03
+83.3000E-06,-502.6793400E-03
+84.0000E-06,-503.9030777E-03
+84.7000E-06,-506.8640898E-03
+85.4000E-06,-511.7052474E-03
+86.1000E-06,-517.8271500E-03
+86.8000E-06,-521.5490760E-03
+87.5000E-06,-523.6745719E-03
+88.2000E-06,-526.0038307E-03
+88.9000E-06,-531.8187150E-03
+89.6000E-06,-537.1347838E-03
+90.3000E-06,-541.1814325E-03
+91.0000E-06,-543.1622610E-03
+91.7000E-06,-545.5175980E-03
+92.4000E-06,-548.9326944E-03
+93.1000E-06,-554.7621568E-03
+93.8000E-06,-559.9972044E-03
+94.5000E-06,-562.7288489E-03
+95.2000E-06,-564.4213041E-03
+95.9000E-06,-566.9945043E-03
+96.6000E-06,-571.8152375E-03
+97.3000E-06,-577.0728319E-03
+98.0000E-06,-581.3068879E-03
+98.7000E-06,-583.5367891E-03
+99.4000E-06,-585.5754944E-03
+100.1000E-06,-589.6038153E-03
+100.8000E-06,-594.9169201E-03
+101.5000E-06,-599.9950524E-03
+102.2000E-06,-602.6222701E-03
+102.9000E-06,-604.3023533E-03
+103.6000E-06,-606.5014305E-03
+104.3000E-06,-610.9531720E-03
+105.0000E-06,-616.5624711E-03
+105.7000E-06,-620.6879928E-03
+106.4000E-06,-623.1909397E-03
+107.1000E-06,-624.8892800E-03
+107.8000E-06,-627.7785211E-03
+108.5000E-06,-632.5172586E-03
+109.2000E-06,-638.0380303E-03
+109.9000E-06,-641.6896901E-03
+110.6000E-06,-643.8748360E-03
+111.3000E-06,-645.8513215E-03
+112.0000E-06,-649.7436378E-03
+112.7000E-06,-654.9283512E-03
+113.4000E-06,-659.6841661E-03
+114.1000E-06,-662.1537337E-03
+114.8000E-06,-664.3059056E-03
+115.5000E-06,-666.0898265E-03
+116.2000E-06,-669.3822735E-03
+116.9000E-06,-674.1859940E-03
+117.6000E-06,-679.2436909E-03
+118.3000E-06,-682.3364930E-03
+119.0000E-06,-684.1639869E-03
+119.7000E-06,-686.2321589E-03
+120.4000E-06,-689.6724236E-03
+121.1000E-06,-694.4411668E-03
+121.8000E-06,-699.1540149E-03
+122.5000E-06,-702.0671964E-03
+123.2000E-06,-703.8585461E-03
+123.9000E-06,-705.5347364E-03
+124.6000E-06,-709.2759154E-03
+125.3000E-06,-713.6199108E-03
+126.0000E-06,-718.9333838E-03
+126.7000E-06,-722.1888940E-03
+127.4000E-06,-723.9160817E-03
+128.1000E-06,-725.5245241E-03
+128.8000E-06,-728.2850031E-03
+129.5000E-06,-732.8326162E-03
+130.2000E-06,-737.6692264E-03
+130.9000E-06,-741.5132472E-03
+131.6000E-06,-743.6671663E-03
+132.3000E-06,-745.1378224E-03
+133.0000E-06,-747.1834303E-03
+133.7000E-06,-750.3249436E-03
+134.4000E-06,-754.7690416E-03
+135.1000E-06,-759.1249976E-03
+135.8000E-06,-762.1133299E-03
+136.5000E-06,-764.0008937E-03
+137.2000E-06,-765.4397426E-03
+137.9000E-06,-766.9502193E-03
+138.6000E-06,-770.9350706E-03
+139.3000E-06,-774.8744200E-03
+140.0000E-06,-779.1723283E-03
+140.7000E-06,-782.5251764E-03
+141.4000E-06,-784.2019057E-03
+142.1000E-06,-785.3417781E-03
+142.8000E-06,-787.4480924E-03
+143.5000E-06,-790.2751368E-03
+144.2000E-06,-794.9162813E-03
+144.9000E-06,-798.8311030E-03
+145.6000E-06,-802.4586164E-03
+146.3000E-06,-803.9514767E-03
+147.0000E-06,-805.3645898E-03
+147.7000E-06,-807.5735925E-03
+148.4000E-06,-810.2745404E-03
+149.1000E-06,-814.4049794E-03
+149.8000E-06,-818.3800831E-03
+150.5000E-06,-822.1989743E-03
+151.2000E-06,-823.8367731E-03
+151.9000E-06,-824.9894116E-03
+152.6000E-06,-826.6612993E-03
+153.3000E-06,-829.5482274E-03
+154.0000E-06,-832.5312765E-03
+154.7000E-06,-836.4812134E-03
+155.4000E-06,-840.0771145E-03
+156.1000E-06,-842.2366763E-03
+156.8000E-06,-844.1671724E-03
+157.5000E-06,-845.2027741E-03
+158.2000E-06,-846.1121016E-03
+158.9000E-06,-847.7475770E-03
+159.6000E-06,-850.2865163E-03
+160.3000E-06,-854.3882770E-03
+161.0000E-06,-858.1749238E-03
+161.7000E-06,-860.7825442E-03
+162.4000E-06,-863.1370284E-03
+163.1000E-06,-864.7448602E-03
+163.8000E-06,-866.1079262E-03
+164.5000E-06,-867.7228771E-03
+165.2000E-06,-870.2831808E-03
+165.9000E-06,-873.7817240E-03
+166.6000E-06,-877.5635450E-03
+167.3000E-06,-880.7829782E-03
+168.0000E-06,-882.9695257E-03
+168.7000E-06,-884.3390830E-03
+169.4000E-06,-885.1560876E-03
+170.1000E-06,-886.0206253E-03
+170.8000E-06,-887.8956265E-03
+171.5000E-06,-890.1787078E-03
+172.2000E-06,-893.7262547E-03
+172.9000E-06,-896.8074988E-03
+173.6000E-06,-899.6534023E-03
+174.3000E-06,-902.4527931E-03
+175.0000E-06,-904.0913930E-03
+175.7000E-06,-904.9835657E-03
+176.4000E-06,-905.5901471E-03
+177.1000E-06,-906.4569823E-03
+177.8000E-06,-907.7164054E-03
+178.5000E-06,-910.0124737E-03
+179.2000E-06,-912.1465047E-03
+179.9000E-06,-916.0167072E-03
+180.6000E-06,-918.3591861E-03
+181.3000E-06,-921.1439864E-03
+182.0000E-06,-922.9054952E-03
+182.7000E-06,-924.0509974E-03
+183.4000E-06,-925.1989964E-03
+184.1000E-06,-925.7434096E-03
+184.8000E-06,-926.9287426E-03
+185.5000E-06,-928.3849570E-03
+186.2000E-06,-930.7147976E-03
+186.9000E-06,-933.4086637E-03
+187.6000E-06,-936.4978266E-03
+188.3000E-06,-939.3100497E-03
+189.0000E-06,-941.6862708E-03
+189.7000E-06,-943.1644644E-03
+190.4000E-06,-944.0886951E-03
+191.1000E-06,-944.9959271E-03
+191.8000E-06,-945.7306360E-03
+192.5000E-06,-946.5700699E-03
+193.2000E-06,-947.6062865E-03
+193.9000E-06,-949.0028165E-03
+194.6000E-06,-950.7373526E-03
+195.3000E-06,-952.8070769E-03
+196.0000E-06,-955.0996926E-03
+196.7000E-06,-957.8135771E-03
+197.4000E-06,-959.4505374E-03
+198.1000E-06,-961.9628838E-03
+198.8000E-06,-963.3127335E-03
+199.5000E-06,-964.0007664E-03
+200.2000E-06,-965.0966545E-03
+200.9000E-06,-965.5700273E-03
+201.6000E-06,-966.1860426E-03
+202.3000E-06,-966.6919150E-03
+203.0000E-06,-967.6415775E-03
+203.7000E-06,-968.6322132E-03
+204.4000E-06,-970.5047306E-03
+205.1000E-06,-972.0167268E-03
+205.8000E-06,-973.8899706E-03
+206.5000E-06,-976.0780992E-03
+207.2000E-06,-977.6785396E-03
+207.9000E-06,-979.5813663E-03
+208.6000E-06,-981.1572837E-03
+209.3000E-06,-982.8566799E-03
+210.0000E-06,-983.3955063E-03
+210.7000E-06,-984.2325293E-03
+211.4000E-06,-984.7570271E-03
+212.1000E-06,-985.3600425E-03
+212.8000E-06,-985.7629387E-03
+213.5000E-06,-986.0323754E-03
+214.2000E-06,-987.0019661E-03
+214.9000E-06,-987.5273513E-03
+215.6000E-06,-988.1527960E-03
+216.3000E-06,-989.3020721E-03
+217.0000E-06,-990.4306976E-03
+217.7000E-06,-991.8879856E-03
+218.4000E-06,-993.1817342E-03
+219.1000E-06,-994.9896469E-03
+219.8000E-06,-995.7806773E-03
+220.5000E-06,-997.8106886E-03
+221.2000E-06,-999.3841821E-03
+221.9000E-06,-1.0001280825E+00
+222.6000E-06,-1.0014112810E+00
+223.3000E-06,-1.0026099117E+00
+224.0000E-06,-1.0031312717E+00
+224.7000E-06,-1.0036847074E+00
+225.4000E-06,-1.0038812266E+00
+226.1000E-06,-1.0045401009E+00
+226.8000E-06,-1.0050643737E+00
+227.5000E-06,-1.0052990262E+00
+228.2000E-06,-1.0056263344E+00
+228.9000E-06,-1.0060104016E+00
+229.6000E-06,-1.0063206551E+00
+230.3000E-06,-1.0065061823E+00
+231.0000E-06,-1.0066825137E+00
+231.7000E-06,-1.0070441473E+00
+232.4000E-06,-1.0072720619E+00
+233.1000E-06,-1.0078692483E+00
+233.8000E-06,-1.0084260594E+00
+234.5000E-06,-1.0092410557E+00
+235.2000E-06,-1.0094826626E+00
+235.9000E-06,-1.0096704619E+00
+236.6000E-06,-1.0104338401E+00
+237.3000E-06,-1.0110916111E+00
+238.0000E-06,-1.0116136510E+00
+238.7000E-06,-1.0122790252E+00
+239.4000E-06,-1.0123887222E+00
+240.1000E-06,-1.0131420349E+00
+240.8000E-06,-1.0127038786E+00
+241.5000E-06,-1.0139855711E+00
+242.2000E-06,-1.0149015143E+00
+242.9000E-06,-1.0147545881E+00
+243.6000E-06,-1.0152896537E+00
+244.3000E-06,-1.0164785389E+00
+245.0000E-06,-1.0154305300E+00
+245.7000E-06,-1.0162430555E+00
+246.4000E-06,-1.0164283577E+00
+247.1000E-06,-1.0164422229E+00
+247.8000E-06,-1.0169490257E+00
+248.5000E-06,-1.0170468481E+00
+249.2000E-06,-1.0174566680E+00
+249.9000E-06,-1.0178167826E+00
+250.6000E-06,-1.0176489418E+00
+251.3000E-06,-1.0173916348E+00
+252.0000E-06,-1.0176271876E+00
+252.7000E-06,-1.0179434736E+00
+253.4000E-06,-1.0177842228E+00
+254.1000E-06,-1.0170474453E+00
+254.8000E-06,-1.0169391418E+00
+255.5000E-06,-1.0172657747E+00
+256.2000E-06,-1.0172514638E+00
+256.9000E-06,-1.0174686377E+00
+257.6000E-06,-1.0172262261E+00
+258.3000E-06,-1.0165221252E+00
+259.0000E-06,-1.0161972363E+00
+259.7000E-06,-1.0157258971E+00
+260.4000E-06,-1.0158132599E+00
+261.1000E-06,-1.0155398939E+00
+261.8000E-06,-1.0140793601E+00
+262.5000E-06,-1.0142506977E+00
+263.2000E-06,-1.0138044838E+00
+263.9000E-06,-1.0134408639E+00
+264.6000E-06,-1.0131625124E+00
+265.3000E-06,-1.0121594572E+00
+266.0000E-06,-1.0114857051E+00
+266.7000E-06,-1.0108611735E+00
+267.4000E-06,-1.0104678802E+00
+268.1000E-06,-1.0098974462E+00
+268.8000E-06,-1.0093630559E+00
+269.5000E-06,-1.0091308785E+00
+270.2000E-06,-1.0085404257E+00
+270.9000E-06,-1.0081526281E+00
+271.6000E-06,-1.0076675450E+00
+272.3000E-06,-1.0073640768E+00
+273.0000E-06,-1.0067755846E+00
+273.7000E-06,-1.0065035251E+00
+274.4000E-06,-1.0061636199E+00
+275.1000E-06,-1.0060754434E+00
+275.8000E-06,-1.0057012256E+00
+276.5000E-06,-1.0053463256E+00
+277.2000E-06,-1.0050979722E+00
+277.9000E-06,-1.0048694126E+00
+278.6000E-06,-1.0044386608E+00
+279.3000E-06,-1.0038994105E+00
+280.0000E-06,-1.0032584692E+00
+280.7000E-06,-1.0026965214E+00
+281.4000E-06,-1.0017876666E+00
+282.1000E-06,-1.0008510208E+00
+282.8000E-06,-1.0002328164E+00
+283.5000E-06,-998.8443477E-03
+284.2000E-06,-997.0386812E-03
+284.9000E-06,-996.0623999E-03
+285.6000E-06,-994.4077274E-03
+286.3000E-06,-993.3705496E-03
+287.0000E-06,-991.4479859E-03
+287.7000E-06,-990.3668632E-03
+288.4000E-06,-989.0535675E-03
+289.1000E-06,-987.7361517E-03
+289.8000E-06,-987.3193990E-03
+290.5000E-06,-986.6750736E-03
+291.2000E-06,-986.0024813E-03
+291.9000E-06,-985.6823697E-03
+292.6000E-06,-985.4059873E-03
+293.3000E-06,-984.8068362E-03
+294.0000E-06,-984.0989708E-03
+294.7000E-06,-983.5000619E-03
+295.4000E-06,-982.2590004E-03
+296.1000E-06,-981.0730191E-03
+296.8000E-06,-978.9965347E-03
+297.5000E-06,-977.2647867E-03
+298.2000E-06,-975.5417609E-03
+298.9000E-06,-973.3029111E-03
+299.6000E-06,-971.4890394E-03
+300.3000E-06,-969.8459647E-03
+301.0000E-06,-968.1905696E-03
+301.7000E-06,-967.0550935E-03
+302.4000E-06,-966.5999346E-03
+303.1000E-06,-965.8708039E-03
+303.8000E-06,-965.2460472E-03
+304.5000E-06,-964.5340832E-03
+305.2000E-06,-963.6452645E-03
+305.9000E-06,-962.8678006E-03
+306.6000E-06,-961.4025583E-03
+307.3000E-06,-959.0344681E-03
+308.0000E-06,-956.9007063E-03
+308.7000E-06,-954.8836388E-03
+309.4000E-06,-952.6397041E-03
+310.1000E-06,-950.2602755E-03
+310.8000E-06,-948.3106339E-03
+311.5000E-06,-946.8958421E-03
+312.2000E-06,-946.1537066E-03
+312.9000E-06,-945.5154052E-03
+313.6000E-06,-944.8691582E-03
+314.3000E-06,-943.9520724E-03
+315.0000E-06,-942.4048733E-03
+315.7000E-06,-940.6091294E-03
+316.4000E-06,-937.9411893E-03
+317.1000E-06,-935.2815055E-03
+317.8000E-06,-932.5930614E-03
+318.5000E-06,-929.7022038E-03
+319.2000E-06,-927.9567148E-03
+319.9000E-06,-926.7496933E-03
+320.6000E-06,-925.4994445E-03
+321.3000E-06,-924.9222984E-03
+322.0000E-06,-923.8771886E-03
+322.7000E-06,-922.4235399E-03
+323.4000E-06,-920.7888824E-03
+324.1000E-06,-918.4412833E-03
+324.8000E-06,-915.3518253E-03
+325.5000E-06,-912.0359889E-03
+326.2000E-06,-909.5093667E-03
+326.9000E-06,-907.6699110E-03
+327.6000E-06,-906.1913879E-03
+328.3000E-06,-905.2800838E-03
+329.0000E-06,-904.5297050E-03
+329.7000E-06,-903.2886262E-03
+330.4000E-06,-901.6972902E-03
+331.1000E-06,-898.9157630E-03
+331.8000E-06,-895.9410138E-03
+332.5000E-06,-892.1548289E-03
+333.2000E-06,-889.5603559E-03
+333.9000E-06,-887.5157569E-03
+334.6000E-06,-885.9048264E-03
+335.3000E-06,-884.9254292E-03
+336.0000E-06,-884.1619860E-03
+336.7000E-06,-882.4577086E-03
+337.4000E-06,-878.9548137E-03
+338.1000E-06,-876.2822112E-03
+338.8000E-06,-872.6331883E-03
+339.5000E-06,-869.5721518E-03
