second,Volt
+340.2000E-06,-867.3275584E-03
+340.9000E-06,-865.8658656E-03
+341.6000E-06,-864.3849707E-03
+342.3000E-06,-862.9392331E-03
+343.0000E-06,-860.3539258E-03
+343.7000E-06,-856.6500201E-03
+344.4000E-06,-853.1446440E-03
+345.1000E-06,-849.8953780E-03
+345.8000E-06,-847.5638670E-03
+346.5000E-06,-845.9246738E-03
+347.2000E-06,-844.7089668E-03
+347.9000E-06,-843.6374772E-03
+348.6000E-06,-842.1498849E-03
+349.3000E-06,-838.8843163E-03
+350.0000E-06,-835.8536142E-03
+350.7000E-06,-831.5264873E-03
+351.4000E-06,-828.0740103E-03
+352.1000E-06,-826.0853599E-03
+352.8000E-06,-824.8524131E-03
+353.5000E-06,-823.4519144E-03
+354.2000E-06,-821.2992504E-03
+354.9000E-06,-817.2530607E-03
+355.6000E-06,-813.5066485E-03
+356.3000E-06,-809.7414564E-03
+357.0000E-06,-806.8048970E-03
+357.7000E-06,-805.0248877E-03
+358.4000E-06,-803.7191256E-03
+359.1000E-06,-801.4379444E-03
+359.8000E-06,-798.0153984E-03
+360.5000E-06,-793.4568985E-03
+361.2000E-06,-789.2114396E-03
+361.9000E-06,-786.4491681E-03
+362.6000E-06,-784.8623378E-03
+363.3000E-06,-783.5777894E-03
+364.0000E-06,-781.7127281E-03
+364.7000E-06,-778.1310665E-03
+365.4000E-06,-773.7267282E-03
+366.1000E-06,-769.8652467E-03
+366.8000E-06,-766.8051326E-03
+367.5000E-06,-764.9568138E-03
+368.2000E-06,-763.5934883E-03
+368.9000E-06,-761.7802622E-03
+369.6000E-06,-757.9996339E-03
+370.3000E-06,-753.7871874E-03
+371.0000E-06,-749.3472545E-03
+371.7000E-06,-746.0280513E-03
+372.4000E-06,-744.7641846E-03
+373.1000E-06,-743.3385649E-03
+373.8000E-06,-740.7388525E-03
+374.5000E-06,-736.4986390E-03
+375.2000E-06,-731.5365861E-03
+375.9000E-06,-726.8307617E-03
+376.6000E-06,-724.8712232E-03
+377.3000E-06,-723.3390827E-03
+378.0000E-06,-721.2382135E-03
+378.7000E-06,-717.3856124E-03
+379.4000E-06,-712.0275703E-03
+380.1000E-06,-707.4740736E-03
+380.8000E-06,-705.0659409E-03
+381.5000E-06,-703.4293704E-03
+382.2000E-06,-701.5373500E-03
+382.9000E-06,-697.8734635E-03
+383.6000E-06,-692.8901988E-03
+384.3000E-06,-688.1961627E-03
+385.0000E-06,-685.4954198E-03
+385.7000E-06,-683.5178310E-03
+386.4000E-06,-681.5601152E-03
+387.1000E-06,-677.7509690E-03
+387.8000E-06,-672.7640263E-03
+388.5000E-06,-667.6263973E-03
+389.2000E-06,-665.1481169E-03
+389.9000E-06,-663.5259230E-03
+390.6000E-06,-661.7888471E-03
+391.3000E-06,-658.0498158E-03
+392.0000E-06,-652.7038045E-03
+392.7000E-06,-648.0361844E-03
+393.4000E-06,-644.9368882E-03
+394.1000E-06,-643.1343892E-03
+394.8000E-06,-640.4988055E-03
+395.5000E-06,-636.1062358E-03
+396.2000E-06,-630.7465936E-03
+396.9000E-06,-626.4198279E-03
+397.6000E-06,-623.9894564E-03
+398.3000E-06,-622.7852310E-03
+399.0000E-06,-619.9034001E-03
+399.7000E-06,-614.9543161E-03
+400.4000E-06,-609.7086050E-03
+401.1000E-06,-605.4907103E-03
+401.8000E-06,-603.8810618E-03
+402.5000E-06,-602.2667387E-03
+403.2000E-06,-599.0896078E-03
+403.9000E-06,-593.6870581E-03
+404.6000E-06,-588.2224996E-03
+405.3000E-06,-584.7955367E-03
+406.0000E-06,-583.1081707E-03
+406.7000E-06,-580.7792927E-03
+407.4000E-06,-575.3034278E-03
+408.1000E-06,-570.3074667E-03
+408.8000E-06,-565.9199027E-03
+409.5000E-06,-563.7790211E-03
+410.2000E-06,-562.1528467E-03
+410.9000E-06,-558.6524798E-03
+411.6000E-06,-553.2373631E-03
+412.3000E-06,-547.4512075E-03
+413.0000E-06,-544.2581928E-03
+413.7000E-06,-542.8142805E-03
+414.4000E-06,-540.4455351E-03
+415.1000E-06,-535.1879942E-03
+415.8000E-06,-529.5407347E-03
+416.5000E-06,-525.2561151E-03
+417.2000E-06,-523.1398226E-03
+417.9000E-06,-520.7782839E-03
+418.6000E-06,-516.2024253E-03
+419.3000E-06,-510.1325312E-03
+420.0000E-06,-505.5333051E-03
+420.7000E-06,-503.4230236E-03
+421.4000E-06,-501.5440633E-03
+422.1000E-06,-498.2038561E-03
+422.8000E-06,-492.3162632E-03
+423.5000E-06,-486.4675883E-03
+424.2000E-06,-483.5334893E-03
+424.9000E-06,-481.2171481E-03
+425.6000E-06,-476.9265264E-03
+426.3000E-06,-470.8438016E-03
+427.0000E-06,-466.2243715E-03
+427.7000E-06,-463.3544651E-03
+428.4000E-06,-461.5066326E-03
+429.1000E-06,-458.0499345E-03
+429.8000E-06,-451.7668757E-03
+430.5000E-06,-446.9247322E-03
+431.2000E-06,-443.7776304E-03
+431.9000E-06,-441.9151919E-03
+432.6000E-06,-439.0629905E-03
+433.3000E-06,-432.9668814E-03
+434.0000E-06,-426.9198140E-03
+434.7000E-06,-423.5965671E-03
+435.4000E-06,-421.4155371E-03
+436.1000E-06,-418.0530481E-03
+436.8000E-06,-411.5514141E-03
+437.5000E-06,-406.5217631E-03
+438.2000E-06,-403.5240508E-03
+438.9000E-06,-401.6984700E-03
+439.6000E-06,-397.8583109E-03
+440.3000E-06,-392.0563191E-03
+441.0000E-06,-386.1991812E-03
+441.7000E-06,-382.7339783E-03
+442.4000E-06,-381.2002032E-03
+443.1000E-06,-376.6026535E-03
+443.8000E-06,-370.0470867E-03
+444.5000E-06,-365.2217718E-03
+445.2000E-06,-362.6546250E-03
+445.9000E-06,-360.5132962E-03
+446.6000E-06,-355.7714617E-03
+447.3000E-06,-348.8944341E-03
+448.0000E-06,-344.4768580E-03
+448.7000E-06,-342.3328734E-03
+449.4000E-06,-340.5266879E-03
+450.1000E-06,-336.0778336E-03
+450.8000E-06,-329.7133032E-03
+451.5000E-06,-324.5790901E-03
+452.2000E-06,-322.1852537E-03
+452.9000E-06,-320.1278110E-03
+453.6000E-06,-315.6637470E-03
+454.3000E-06,-308.8147641E-03
+455.0000E-06,-303.9783090E-03
+455.7000E-06,-301.1493773E-03
+456.4000E-06,-297.4111403E-03
+457.1000E-06,-290.8428431E-03
+457.8000E-06,-285.2794411E-03
+458.5000E-06,-282.4482151E-03
+459.2000E-06,-280.2991257E-03
+459.9000E-06,-274.8948553E-03
+460.6000E-06,-268.6593914E-03
+461.3000E-06,-263.6171146E-03
+462.0000E-06,-261.8939979E-03
+462.7000E-06,-260.2716964E-03
+463.4000E-06,-255.8033492E-03
+464.1000E-06,-248.7758925E-03
+464.8000E-06,-243.7264648E-03
+465.5000E-06,-241.6838503E-03
+466.2000E-06,-238.8738091E-03
+466.9000E-06,-232.8133833E-03
+467.6000E-06,-226.5836451E-03
+468.3000E-06,-222.8193608E-03
+469.0000E-06,-220.0903724E-03
+469.7000E-06,-216.2253131E-03
+470.4000E-06,-208.8812064E-03
+471.1000E-06,-203.8269506E-03
+471.8000E-06,-201.5296649E-03
+472.5000E-06,-199.0773471E-03
+473.2000E-06,-194.0539322E-03
+473.9000E-06,-187.0193245E-03
+474.6000E-06,-183.1199972E-03
+475.3000E-06,-181.0651227E-03
+476.0000E-06,-177.5152608E-03
+476.7000E-06,-171.6646903E-03
+477.4000E-06,-165.1508781E-03
+478.1000E-06,-162.0375913E-03
+478.8000E-06,-159.9738609E-03
+479.5000E-06,-155.6885044E-03
+480.2000E-06,-148.9396856E-03
+480.9000E-06,-144.0990163E-03
+481.6000E-06,-141.4734084E-03
+482.3000E-06,-139.2980265E-03
+483.0000E-06,-134.0615815E-03
+483.7000E-06,-126.9159290E-03
+484.4000E-06,-122.4270266E-03
+485.1000E-06,-120.3484564E-03
+485.8000E-06,-116.5264737E-03
+486.5000E-06,-110.5077278E-03
+487.2000E-06,-104.9270213E-03
+487.9000E-06,-101.7626365E-03
+488.6000E-06,-99.6826223E-03
+489.3000E-06,-94.9441245E-03
+490.0000E-06,-87.7396380E-03
+490.7000E-06,-82.8532808E-03
+491.4000E-06,-80.8506701E-03
+492.1000E-06,-78.5008423E-03
+492.8000E-06,-73.0462567E-03
+493.5000E-06,-66.0667391E-03
+494.2000E-06,-62.1192190E-03
+494.9000E-06,-60.0303589E-03
+495.6000E-06,-56.4778699E-03
+496.3000E-06,-50.0719334E-03
+497.0000E-06,-44.6177567E-03
+497.7000E-06,-41.0696342E-03
+498.4000E-06,-38.5778877E-03
+499.1000E-06,-33.8856743E-03
+499.8000E-06,-26.7922110E-03
+500.5000E-06,-22.4138486E-03
+501.2000E-06,-20.0529152E-03
+501.9000E-06,-16.9344102E-03
+502.6000E-06,-10.6123842E-03
+503.3000E-06,-4.6160610E-03
+504.0000E-06,-1.2001466E-03
+504.7000E-06,+421.0436E-06
+505.4000E-06,+4.5856175E-03
+506.1000E-06,+11.3853307E-03
+506.8000E-06,+16.8521232E-03
+507.5000E-06,+19.4351606E-03
+508.2000E-06,+21.9554767E-03
+508.9000E-06,+26.8996314E-03
+509.6000E-06,+33.5325070E-03
+510.3000E-06,+38.1989067E-03
+511.0000E-06,+40.4162452E-03
+511.7000E-06,+43.9414008E-03
+512.4000E-06,+50.6210912E-03
+513.1000E-06,+56.5389586E-03
+513.8000E-06,+59.2473199E-03
+514.5000E-06,+61.4263782E-03
+515.2000E-06,+66.1201836E-03
+515.9000E-06,+72.5381250E-03
+516.6000E-06,+77.8748384E-03
+517.3000E-06,+80.0573325E-03
+518.0000E-06,+83.0516105E-03
+518.7000E-06,+89.0944494E-03
+519.4000E-06,+95.7935739E-03
+520.1000E-06,+99.1964880E-03
+520.8000E-06,+101.9209653E-03
+521.5000E-06,+106.8122324E-03
+522.2000E-06,+114.0768151E-03
+522.9000E-06,+118.5526484E-03
+523.6000E-06,+120.5592612E-03
+524.3000E-06,+122.6525997E-03
+525.0000E-06,+129.5956637E-03
+525.7000E-06,+135.7790994E-03
+526.4000E-06,+139.3663950E-03
+527.1000E-06,+141.8981022E-03
+527.8000E-06,+146.3891587E-03
+528.5000E-06,+153.0019883E-03
+529.2000E-06,+157.8940090E-03
+529.9000E-06,+160.1695233E-03
+530.6000E-06,+162.8383787E-03
+531.3000E-06,+168.2899001E-03
+532.0000E-06,+174.7967006E-03
+532.7000E-06,+179.0574174E-03
+533.4000E-06,+181.0486241E-03
+534.1000E-06,+183.9581182E-03
+534.8000E-06,+190.5718729E-03
+535.5000E-06,+197.0147959E-03
+536.2000E-06,+200.1104594E-03
+536.9000E-06,+202.4119938E-03
+537.6000E-06,+207.4214643E-03
+538.3000E-06,+213.6988304E-03
+539.0000E-06,+218.3365700E-03
+539.7000E-06,+220.7919978E-03
+540.4000E-06,+223.2875300E-03
+541.1000E-06,+229.4587124E-03
+541.8000E-06,+235.7991899E-03
+542.5000E-06,+239.5976274E-03
+543.2000E-06,+241.5937913E-03
+543.9000E-06,+244.3484929E-03
+544.6000E-06,+251.2881274E-03
+545.3000E-06,+257.0490904E-03
+546.0000E-06,+260.2160457E-03
+546.7000E-06,+262.0834458E-03
+547.4000E-06,+266.1976662E-03
+548.1000E-06,+272.8439049E-03
+548.8000E-06,+278.2045821E-03
+549.5000E-06,+281.0084183E-03
+550.2000E-06,+284.0507517E-03
+550.9000E-06,+289.0442841E-03
+551.6000E-06,+295.5563723E-03
+552.3000E-06,+299.4726182E-03
+553.0000E-06,+301.2342487E-03
+553.7000E-06,+304.4339285E-03
+554.4000E-06,+309.8337166E-03
+555.1000E-06,+316.3859220E-03
+555.8000E-06,+319.7401947E-03
+556.5000E-06,+321.5549106E-03
+557.2000E-06,+324.0824869E-03
+557.9000E-06,+329.3826174E-03
+558.6000E-06,+336.0579941E-03
+559.3000E-06,+339.9135535E-03
+560.0000E-06,+341.9864195E-03
+560.7000E-06,+345.7376495E-03
+561.4000E-06,+352.2646482E-03
+562.1000E-06,+357.0513905E-03
+562.8000E-06,+360.4208180E-03
+563.5000E-06,+362.0869304E-03
+564.2000E-06,+365.5221845E-03
+564.9000E-06,+371.9518238E-03
+565.6000E-06,+377.3890015E-03
+566.3000E-06,+380.2414935E-03
+567.0000E-06,+382.0922944E-03
+567.7000E-06,+384.9650601E-03
+568.4000E-06,+391.2869386E-03
+569.1000E-06,+396.9286228E-03
+569.8000E-06,+400.5476915E-03
+570.5000E-06,+402.7116378E-03
+571.2000E-06,+406.8293670E-03
+571.9000E-06,+413.1406353E-03
+572.6000E-06,+418.7436937E-03
+573.3000E-06,+421.1821211E-03
+574.0000E-06,+422.9057482E-03
+574.7000E-06,+426.8115069E-03
+575.4000E-06,+433.0005591E-03
+576.1000E-06,+438.2581000E-03
+576.8000E-06,+441.2553284E-03
+577.5000E-06,+443.5097027E-03
+578.2000E-06,+447.8155819E-03
+578.9000E-06,+453.8416607E-03
+579.6000E-06,+458.9073302E-03
+580.3000E-06,+461.1589037E-03
+581.0000E-06,+463.2320810E-03
+581.7000E-06,+466.5571319E-03
+582.4000E-06,+472.4396718E-03
+583.1000E-06,+477.8646067E-03
+583.8000E-06,+481.0238576E-03
+584.5000E-06,+482.6099137E-03
+585.2000E-06,+485.4274289E-03
+585.9000E-06,+491.0037547E-03
+586.6000E-06,+496.9600976E-03
+587.3000E-06,+500.3065223E-03
+588.0000E-06,+502.2229837E-03
+588.7000E-06,+504.9940254E-03
+589.4000E-06,+509.8172069E-03
+590.1000E-06,+515.7311555E-03
+590.8000E-06,+520.1730536E-03
+591.5000E-06,+522.1997483E-03
+592.2000E-06,+524.1334788E-03
+592.9000E-06,+528.9491324E-03
+593.6000E-06,+534.4145901E-03
+594.3000E-06,+539.2427883E-03
+595.0000E-06,+541.8112408E-03
+595.7000E-06,+543.4645139E-03
+596.4000E-06,+547.4057997E-03
+597.1000E-06,+552.3398670E-03
+597.8000E-06,+557.7858299E-03
+598.5000E-06,+561.1435379E-03
+599.2000E-06,+562.4953076E-03
+599.9000E-06,+565.0301738E-03
+600.6000E-06,+569.3024831E-03
+601.3000E-06,+575.4623562E-03
+602.0000E-06,+579.7076385E-03
+602.7000E-06,+582.0690992E-03
+603.4000E-06,+583.3008907E-03
+604.1000E-06,+586.5725881E-03
+604.8000E-06,+591.5757693E-03
+605.5000E-06,+596.6975841E-03
+606.2000E-06,+600.6812289E-03
+606.9000E-06,+602.3922761E-03
+607.6000E-06,+603.9758736E-03
+608.3000E-06,+607.9642507E-03
+609.0000E-06,+613.1215582E-03
+609.7000E-06,+618.3892074E-03
+610.4000E-06,+621.4554424E-03
+611.1000E-06,+622.9192772E-03
+611.8000E-06,+624.7497238E-03
+612.5000E-06,+629.0487661E-03
+613.2000E-06,+634.0666530E-03
+613.9000E-06,+638.8169388E-03
+614.6000E-06,+641.2739313E-03
+615.3000E-06,+642.8985741E-03
+616.0000E-06,+644.5933380E-03
+616.7000E-06,+647.9940799E-03
+617.4000E-06,+652.7855802E-03
+618.1000E-06,+657.7594222E-03
+618.8000E-06,+661.1875367E-03
+619.5000E-06,+662.7126335E-03
+620.2000E-06,+664.1181368E-03
+620.9000E-06,+667.3807633E-03
+621.6000E-06,+672.3506470E-03
+622.3000E-06,+676.7171132E-03
+623.0000E-06,+680.4595443E-03
+623.7000E-06,+682.4529246E-03
+624.4000E-06,+683.8141411E-03
+625.1000E-06,+686.2629226E-03
+625.8000E-06,+690.4778379E-03
+626.5000E-06,+695.8038272E-03
+627.2000E-06,+699.8678999E-03
+627.9000E-06,+702.0244995E-03
+628.6000E-06,+703.5270510E-03
+629.3000E-06,+704.9935353E-03
+630.0000E-06,+708.1935904E-03
+630.7000E-06,+712.6628137E-03
+631.4000E-06,+717.7436047E-03
+632.1000E-06,+720.8832321E-03
+632.8000E-06,+722.5013452E-03
+633.5000E-06,+723.9426047E-03
+634.2000E-06,+726.0509935E-03
+634.9000E-06,+729.5246135E-03
+635.6000E-06,+734.5252663E-03
+636.3000E-06,+738.6159769E-03
+637.0000E-06,+741.6712310E-03
+637.7000E-06,+743.7943476E-03
+638.4000E-06,+746.0356274E-03
+639.1000E-06,+749.7143723E-03
+639.8000E-06,+754.6755049E-03
+640.5000E-06,+758.6778189E-03
+641.2000E-06,+761.3282466E-03
+641.9000E-06,+763.0508582E-03
+642.6000E-06,+763.9271143E-03
+643.3000E-06,+765.0192300E-03
+644.0000E-06,+768.0060401E-03
+644.7000E-06,+772.2905618E-03
+645.4000E-06,+776.8368550E-03
+646.1000E-06,+779.8418543E-03
+646.8000E-06,+782.0474730E-03
+647.5000E-06,+783.4118527E-03
+648.2000E-06,+785.6128300E-03
+648.9000E-06,+788.2194332E-03
+649.6000E-06,+791.5978459E-03
+650.3000E-06,+796.2366670E-03
+651.0000E-06,+799.6031739E-03
+651.7000E-06,+802.0352442E-03
+652.4000E-06,+803.1774723E-03
+653.1000E-06,+804.1162132E-03
+653.8000E-06,+806.0424545E-03
+654.5000E-06,+808.7887506E-03
+655.2000E-06,+811.6874535E-03
+655.9000E-06,+816.0345206E-03
+656.6000E-06,+819.2988713E-03
+657.3000E-06,+821.5777007E-03
+658.0000E-06,+822.9526682E-03
+658.7000E-06,+823.9940581E-03
+659.4000E-06,+825.3822494E-03
+660.1000E-06,+827.4278423E-03
+660.8000E-06,+831.4029995E-03
+661.5000E-06,+834.7323027E-03
+662.2000E-06,+838.2945266E-03
+662.9000E-06,+840.6766619E-03
+663.6000E-06,+842.4523072E-03
+664.3000E-06,+843.5009702E-03
+665.0000E-06,+844.4190541E-03
+665.7000E-06,+846.3906064E-03
+666.4000E-06,+848.7276250E-03
+667.1000E-06,+851.9070189E-03
+667.8000E-06,+855.9600027E-03
+668.5000E-06,+859.0249976E-03
+669.2000E-06,+861.2479499E-03
+669.9000E-06,+863.1103884E-03
+670.6000E-06,+863.6244628E-03
+671.3000E-06,+864.6749279E-03
+672.0000E-06,+866.4992116E-03
+672.7000E-06,+869.0125741E-03
+673.4000E-06,+871.8085498E-03
+674.1000E-06,+875.3354805E-03
+674.8000E-06,+878.3459507E-03
+675.5000E-06,+880.8037816E-03
+676.2000E-06,+882.5681867E-03
+676.9000E-06,+883.4183107E-03
+677.6000E-06,+884.0097702E-03
+678.3000E-06,+884.9997642E-03
+679.0000E-06,+886.3491438E-03
+679.7000E-06,+888.1464141E-03
+680.4000E-06,+890.9328917E-03
+681.1000E-06,+894.0362443E-03
+681.8000E-06,+897.0875527E-03
+682.5000E-06,+898.9914950E-03
+683.2000E-06,+901.3233539E-03
+683.9000E-06,+902.7105341E-03
+684.6000E-06,+903.5449494E-03
+685.3000E-06,+904.4334311E-03
+686.0000E-06,+905.5057627E-03
+686.7000E-06,+906.9347837E-03
+687.4000E-06,+908.8258263E-03
+688.1000E-06,+911.1844956E-03
+688.8000E-06,+913.9901607E-03
+689.5000E-06,+916.5934666E-03
+690.2000E-06,+919.2218979E-03
+690.9000E-06,+920.7374137E-03
+691.6000E-06,+922.6756563E-03
+692.3000E-06,+923.2675527E-03
+693.0000E-06,+924.3172267E-03
+693.7000E-06,+925.3166502E-03
+694.4000E-06,+926.3674265E-03
+695.1000E-06,+927.6456132E-03
+695.8000E-06,+929.7576065E-03
+696.5000E-06,+932.3604929E-03
+697.2000E-06,+934.5345427E-03
+697.9000E-06,+936.6227718E-03
+698.6000E-06,+938.5026911E-03
+699.3000E-06,+940.4960154E-03
+700.0000E-06,+941.7812466E-03
+700.7000E-06,+942.7754845E-03
+701.4000E-06,+943.5686506E-03
+702.1000E-06,+943.9029977E-03
+702.8000E-06,+944.4061947E-03
+703.5000E-06,+944.9823738E-03
+704.2000E-06,+945.5619750E-03
+704.9000E-06,+946.3663383E-03
+705.6000E-06,+947.7817683E-03
+706.3000E-06,+949.6029791E-03
+707.0000E-06,+950.9691869E-03
+707.7000E-06,+952.8832500E-03
+708.4000E-06,+954.9512589E-03
+709.1000E-06,+956.9878591E-03
+709.8000E-06,+958.6419792E-03
+710.5000E-06,+960.0901876E-03
+711.2000E-06,+961.6703059E-03
+711.9000E-06,+962.2492287E-03
+712.6000E-06,+962.9984801E-03
