x-axis,1,2
second,Volt,Volt
+8.0000E-06,-2.9748743400E+00,+2.6652663033E+00
+8.3500E-06,-3.0150753446E+00,+2.6326029871E+00
+8.7000E-06,-3.0142378237E+00,+2.6250652988E+00
+9.0500E-06,-3.0150753446E+00,+2.6250652988E+00
+9.4000E-06,-3.0150753446E+00,+2.5974271081E+00
+9.7500E-06,-3.0150753446E+00,+2.5848642942E+00
+10.1000E-06,-3.0150753446E+00,+2.5848642942E+00
+10.4500E-06,-3.0150753446E+00,+2.5773266058E+00
+10.8000E-06,-3.0150753446E+00,+2.5446632896E+00
+11.1500E-06,-3.0150753446E+00,+2.5446632896E+00
+11.5000E-06,-3.0150753446E+00,+2.5044622850E+00
+11.8500E-06,-3.0150753446E+00,+2.5044622850E+00
+12.2000E-06,-3.0410384934E+00,+2.5044622850E+00
+12.5500E-06,-3.0150753446E+00,+2.4969245966E+00
+12.9000E-06,-3.0150753446E+00,+2.4642612804E+00
+13.2500E-06,-3.0150753446E+00,+2.4642612804E+00
+13.6000E-06,-3.0150753446E+00,+2.4240602758E+00
+13.9500E-06,-3.0150753446E+00,+2.4240602758E+00
+14.3000E-06,-3.0150753446E+00,+2.4240602758E+00
+14.6500E-06,-3.0150753446E+00,+2.3913969595E+00
+15.0000E-06,-3.0150753446E+00,+2.3838592712E+00
+15.3500E-06,-3.0150753446E+00,+2.3495209131E+00
+15.7000E-06,-3.0025125307E+00,+2.3562210805E+00
+16.0500E-06,-3.0150753446E+00,+2.3436582666E+00
+16.4000E-06,-3.0150753446E+00,+2.3436582666E+00
+16.7500E-06,-3.0150753446E+00,+2.3109949504E+00
+17.1000E-06,-3.0150753446E+00,+2.3026197411E+00
+17.4500E-06,-3.0150753446E+00,+2.3034572620E+00
+17.8000E-06,-3.0150753446E+00,+2.2908944481E+00
+18.1500E-06,-2.9958123632E+00,+2.2632562574E+00
+18.5000E-06,-3.0150753446E+00,+2.2632562574E+00
+18.8500E-06,-3.0150753446E+00,+2.2557185690E+00
+19.2000E-06,-3.0150753446E+00,+2.2230552528E+00
+19.5500E-06,-3.0150753446E+00,+2.2230552528E+00
+19.9000E-06,-3.0150753446E+00,+2.1828542482E+00
+20.2500E-06,-3.0150753446E+00,+2.2021172296E+00
+20.6000E-06,-3.0150753446E+00,+2.1828542482E+00
+20.9500E-06,-3.0150753446E+00,+2.1426532436E+00
+21.3000E-06,-3.0150753446E+00,+2.1426532436E+00
+21.6500E-06,-3.0150753446E+00,+2.1083148855E+00
+22.0000E-06,-3.0150753446E+00,+2.1024522390E+00
