t,V_in,V_out
-50.00000E+00,-1.18593E+00,-603.02E-03
-49.97500E+00,-1.18995E+00,-582.91E-03
-49.95000E+00,-1.18593E+00,-590.95E-03
-49.92500E+00,-1.18593E+00,-582.91E-03
-49.90000E+00,-1.18593E+00,-582.91E-03
-49.87500E+00,-1.18593E+00,-582.91E-03
-49.85000E+00,-1.18593E+00,-582.91E-03
-49.82500E+00,-1.18593E+00,-582.91E-03
-49.80000E+00,-1.18593E+00,-574.87E-03
-49.77500E+00,-1.18593E+00,-566.83E-03
-49.75000E+00,-1.18593E+00,-582.91E-03
-49.72500E+00,-1.18593E+00,-582.91E-03
-49.70000E+00,-1.18593E+00,-582.91E-03
-49.67500E+00,-1.18593E+00,-582.91E-03
-49.65000E+00,-1.18593E+00,-582.91E-03
-49.62500E+00,-1.16583E+00,-582.91E-03
-49.60000E+00,-1.16583E+00,-578.89E-03
-49.57500E+00,-1.16583E+00,-574.87E-03
-49.55000E+00,-1.16583E+00,-582.91E-03
-49.52500E+00,-1.16583E+00,-582.91E-03
-49.50000E+00,-1.16583E+00,-582.91E-03
-49.47500E+00,-1.16583E+00,-566.83E-03
-49.45000E+00,-1.16181E+00,-582.91E-03
-49.42500E+00,-1.16583E+00,-562.81E-03
-49.40000E+00,-1.16583E+00,-562.81E-03
-49.37500E+00,-1.14573E+00,-562.81E-03
-49.35000E+00,-1.14975E+00,-562.81E-03
-49.32500E+00,-1.16583E+00,-562.81E-03
-49.30000E+00,-1.15377E+00,-562.81E-03
-49.27500E+00,-1.14975E+00,-562.81E-03
-49.25000E+00,-1.14573E+00,-562.81E-03
-49.22500E+00,-1.14573E+00,-546.73E-03
-49.20000E+00,-1.14573E+00,-562.81E-03
-49.17500E+00,-1.14573E+00,-562.81E-03
-49.15000E+00,-1.14573E+00,-562.81E-03
-49.12500E+00,-1.14573E+00,-562.81E-03
-49.10000E+00,-1.14573E+00,-546.73E-03
-49.07500E+00,-1.14573E+00,-554.77E-03
-49.05000E+00,-1.14573E+00,-542.71E-03
-49.02500E+00,-1.14573E+00,-558.79E-03
-49.00000E+00,-1.14573E+00,-542.71E-03
-48.97500E+00,-1.14573E+00,-558.79E-03
-48.95000E+00,-1.13367E+00,-550.75E-03
-48.92500E+00,-1.13367E+00,-542.71E-03
-48.90000E+00,-1.12965E+00,-542.71E-03
-48.87500E+00,-1.12563E+00,-542.71E-03
-48.85000E+00,-1.12563E+00,-542.71E-03
-48.82500E+00,-1.13769E+00,-542.71E-03
-48.80000E+00,-1.12563E+00,-542.71E-03
-48.77500E+00,-1.12965E+00,-542.71E-03
-48.75000E+00,-1.12563E+00,-542.71E-03
-48.72500E+00,-1.12563E+00,-538.69E-03
-48.70000E+00,-1.12563E+00,-534.67E-03
-48.67500E+00,-1.11357E+00,-522.61E-03
-48.65000E+00,-1.10553E+00,-542.71E-03
-48.62500E+00,-1.12563E+00,-542.71E-03
-48.60000E+00,-1.12161E+00,-526.63E-03
-48.57500E+00,-1.11357E+00,-522.61E-03
-48.55000E+00,-1.11759E+00,-522.61E-03
-48.52500E+00,-1.10955E+00,-522.61E-03
-48.50000E+00,-1.10553E+00,-522.61E-03
-48.47500E+00,-1.10553E+00,-522.61E-03
-48.45000E+00,-1.11357E+00,-522.61E-03
-48.42500E+00,-1.10553E+00,-522.61E-03
-48.40000E+00,-1.10553E+00,-522.61E-03
-48.37500E+00,-1.10553E+00,-522.61E-03
-48.35000E+00,-1.10553E+00,-522.61E-03
-48.32500E+00,-1.10553E+00,-510.55E-03
-48.30000E+00,-1.10553E+00,-522.61E-03
-48.27500E+00,-1.10553E+00,-506.53E-03
-48.25000E+00,-1.10553E+00,-502.51E-03
-48.22500E+00,-1.08945E+00,-506.53E-03
-48.20000E+00,-1.09749E+00,-502.51E-03
-48.17500E+00,-1.08543E+00,-510.55E-03
-48.15000E+00,-1.10151E+00,-502.51E-03
-48.12500E+00,-1.10553E+00,-502.51E-03
-48.10000E+00,-1.08543E+00,-518.59E-03
-48.07500E+00,-1.08543E+00,-502.51E-03
-48.05000E+00,-1.08543E+00,-502.51E-03
-48.02500E+00,-1.08543E+00,-502.51E-03
-48.00000E+00,-1.08543E+00,-502.51E-03
-47.97500E+00,-1.08543E+00,-502.51E-03
-47.95000E+00,-1.07337E+00,-502.51E-03
-47.92500E+00,-1.08543E+00,-502.51E-03
-47.90000E+00,-1.08543E+00,-502.51E-03
-47.87500E+00,-1.08543E+00,-502.51E-03
-47.85000E+00,-1.08141E+00,-502.51E-03
-47.82500E+00,-1.06533E+00,-494.47E-03
-47.80000E+00,-1.07739E+00,-490.45E-03
-47.77500E+00,-1.06533E+00,-486.43E-03
-47.75000E+00,-1.08543E+00,-502.51E-03
-47.72500E+00,-1.06533E+00,-486.43E-03
-47.70000E+00,-1.06533E+00,-490.45E-03
-47.67500E+00,-1.06533E+00,-490.45E-03
-47.65000E+00,-1.06533E+00,-482.41E-03
-47.62500E+00,-1.06533E+00,-482.41E-03
-47.60000E+00,-1.06533E+00,-498.49E-03
-47.57500E+00,-1.06533E+00,-490.45E-03
-47.55000E+00,-1.06533E+00,-482.41E-03
-47.52500E+00,-1.06131E+00,-482.41E-03
-47.50000E+00,-1.06533E+00,-482.41E-03
-47.47500E+00,-1.06533E+00,-482.41E-03
-47.45000E+00,-1.05729E+00,-482.41E-03
-47.42500E+00,-1.05729E+00,-482.41E-03
-47.40000E+00,-1.04925E+00,-482.41E-03
-47.37500E+00,-1.04523E+00,-482.41E-03
-47.35000E+00,-1.04523E+00,-482.41E-03
-47.32500E+00,-1.04523E+00,-482.41E-03
-47.30000E+00,-1.04523E+00,-482.41E-03
-47.27500E+00,-1.04523E+00,-482.41E-03
-47.25000E+00,-1.04523E+00,-482.41E-03
-47.22500E+00,-1.02915E+00,-478.39E-03
-47.20000E+00,-1.03719E+00,-482.41E-03
-47.17500E+00,-1.03317E+00,-482.41E-03
-47.15000E+00,-1.04121E+00,-482.41E-03
-47.12500E+00,-1.04523E+00,-462.31E-03
-47.10000E+00,-1.04121E+00,-466.33E-03
-47.07500E+00,-1.02513E+00,-462.31E-03
-47.05000E+00,-1.02513E+00,-462.31E-03
-47.02500E+00,-1.02513E+00,-466.33E-03
-47.00000E+00,-1.02513E+00,-462.31E-03
-46.97500E+00,-1.02513E+00,-462.31E-03
-46.95000E+00,-1.02513E+00,-462.31E-03
-46.92500E+00,-1.02513E+00,-462.31E-03
-46.90000E+00,-1.02513E+00,-462.31E-03
-46.87500E+00,-1.02513E+00,-462.31E-03
-46.85000E+00,-1.02513E+00,-462.31E-03
-46.82500E+00,-1.02513E+00,-462.31E-03
-46.80000E+00,-1.01307E+00,-462.31E-03
-46.77500E+00,-1.02513E+00,-462.31E-03
-46.75000E+00,-1.02513E+00,-462.31E-03
-46.72500E+00,-1.00905E+00,-462.31E-03
-46.70000E+00,-1.01709E+00,-462.31E-03
-46.67500E+00,-1.00503E+00,-462.31E-03
-46.65000E+00,-1.00503E+00,-442.21E-03
-46.62500E+00,-1.00503E+00,-462.31E-03
-46.60000E+00,-1.00905E+00,-446.23E-03
-46.57500E+00,-1.00503E+00,-442.21E-03
-46.55000E+00,-1.00503E+00,-450.25E-03
-46.52500E+00,-1.00503E+00,-458.29E-03
-46.50000E+00,-1.00503E+00,-462.31E-03
-46.47500E+00,-1.00503E+00,-458.29E-03
-46.45000E+00,-1.00503E+00,-454.27E-03
-46.42500E+00,-1.00503E+00,-442.21E-03
-46.40000E+00,-1.00101E+00,-446.23E-03
-46.37500E+00,-1.00503E+00,-442.21E-03
-46.35000E+00,-1.00503E+00,-458.29E-03
-46.32500E+00,-1.00503E+00,-450.25E-03
-46.30000E+00,-984.92E-03,-442.21E-03
-46.27500E+00,-1.00503E+00,-442.21E-03
-46.25000E+00,-984.92E-03,-442.21E-03
-46.22500E+00,-984.92E-03,-442.21E-03
-46.20000E+00,-984.92E-03,-442.21E-03
-46.17500E+00,-984.92E-03,-442.21E-03
-46.15000E+00,-984.92E-03,-442.21E-03
-46.12500E+00,-984.92E-03,-442.21E-03
-46.10000E+00,-984.92E-03,-442.21E-03
-46.07500E+00,-984.92E-03,-430.15E-03
-46.05000E+00,-984.92E-03,-434.17E-03
-46.02500E+00,-984.92E-03,-422.11E-03
-46.00000E+00,-984.92E-03,-422.11E-03
-45.97500E+00,-984.92E-03,-438.19E-03
-45.95000E+00,-984.92E-03,-430.15E-03
-45.92500E+00,-976.88E-03,-434.17E-03
-45.90000E+00,-984.92E-03,-422.11E-03
-45.87500E+00,-964.82E-03,-422.11E-03
-45.85000E+00,-964.82E-03,-422.11E-03
-45.82500E+00,-964.82E-03,-422.11E-03
-45.80000E+00,-964.82E-03,-422.11E-03
-45.77500E+00,-964.82E-03,-422.11E-03
-45.75000E+00,-964.82E-03,-422.11E-03
-45.72500E+00,-964.82E-03,-410.05E-03
-45.70000E+00,-964.82E-03,-422.11E-03
-45.67500E+00,-964.82E-03,-422.11E-03
-45.65000E+00,-964.82E-03,-406.03E-03
-45.62500E+00,-964.82E-03,-422.11E-03
-45.60000E+00,-960.80E-03,-406.03E-03
-45.57500E+00,-964.82E-03,-422.11E-03
-45.55000E+00,-964.82E-03,-422.11E-03
-45.52500E+00,-960.80E-03,-418.09E-03
-45.50000E+00,-964.82E-03,-422.11E-03
-45.47500E+00,-944.72E-03,-406.03E-03
-45.45000E+00,-944.72E-03,-414.07E-03
-45.42500E+00,-944.72E-03,-418.09E-03
-45.40000E+00,-960.80E-03,-402.01E-03
-45.37500E+00,-944.72E-03,-402.01E-03
-45.35000E+00,-944.72E-03,-422.11E-03
-45.32500E+00,-944.72E-03,-410.05E-03
-45.30000E+00,-944.72E-03,-402.01E-03
-45.27500E+00,-944.72E-03,-402.01E-03
-45.25000E+00,-964.82E-03,-422.11E-03
-45.22500E+00,-928.64E-03,-418.09E-03
-45.20000E+00,-932.66E-03,-402.01E-03
-45.17500E+00,-944.72E-03,-414.07E-03
-45.15000E+00,-944.72E-03,-402.01E-03
-45.12500E+00,-924.62E-03,-402.01E-03
-45.10000E+00,-928.64E-03,-402.01E-03
-45.07500E+00,-936.68E-03,-389.95E-03
-45.05000E+00,-932.66E-03,-402.01E-03
-45.02500E+00,-940.70E-03,-385.93E-03
-45.00000E+00,-924.62E-03,-402.01E-03
-44.97500E+00,-924.62E-03,-385.93E-03
-44.95000E+00,-924.62E-03,-402.01E-03
-44.92500E+00,-924.62E-03,-393.97E-03
-44.90000E+00,-924.62E-03,-397.99E-03
-44.87500E+00,-924.62E-03,-381.91E-03
-44.85000E+00,-924.62E-03,-397.99E-03
-44.82500E+00,-916.58E-03,-389.95E-03
-44.80000E+00,-924.62E-03,-402.01E-03
-44.77500E+00,-924.62E-03,-402.01E-03
-44.75000E+00,-904.52E-03,-402.01E-03
-44.72500E+00,-920.60E-03,-385.93E-03
-44.70000E+00,-904.52E-03,-393.97E-03
-44.67500E+00,-916.58E-03,-402.01E-03
-44.65000E+00,-920.60E-03,-397.99E-03
-44.62500E+00,-904.52E-03,-381.91E-03
-44.60000E+00,-904.52E-03,-381.91E-03
-44.57500E+00,-904.52E-03,-402.01E-03
-44.55000E+00,-904.52E-03,-381.91E-03
-44.52500E+00,-904.52E-03,-385.93E-03
-44.50000E+00,-904.52E-03,-381.91E-03
-44.47500E+00,-900.50E-03,-381.91E-03
-44.45000E+00,-904.52E-03,-381.91E-03
-44.42500E+00,-904.52E-03,-381.91E-03
-44.40000E+00,-888.44E-03,-381.91E-03
-44.37500E+00,-904.52E-03,-381.91E-03
-44.35000E+00,-900.50E-03,-381.91E-03
-44.32500E+00,-884.42E-03,-373.87E-03
-44.30000E+00,-884.42E-03,-369.85E-03
-44.27500E+00,-900.50E-03,-377.89E-03
-44.25000E+00,-884.42E-03,-381.91E-03
-44.22500E+00,-900.50E-03,-381.91E-03
-44.20000E+00,-884.42E-03,-381.91E-03
-44.17500E+00,-884.42E-03,-373.87E-03
-44.15000E+00,-884.42E-03,-381.91E-03
-44.12500E+00,-884.42E-03,-381.91E-03
-44.10000E+00,-880.40E-03,-361.81E-03
-44.07500E+00,-876.38E-03,-381.91E-03
-44.05000E+00,-884.42E-03,-373.87E-03
-44.02500E+00,-880.40E-03,-365.83E-03
-44.00000E+00,-884.42E-03,-361.81E-03
-43.97500E+00,-884.42E-03,-361.81E-03
-43.95000E+00,-864.32E-03,-361.81E-03
-43.92500E+00,-864.32E-03,-361.81E-03
-43.90000E+00,-868.34E-03,-377.89E-03
-43.87500E+00,-884.42E-03,-361.81E-03
-43.85000E+00,-868.34E-03,-361.81E-03
-43.82500E+00,-864.32E-03,-373.87E-03
-43.80000E+00,-864.32E-03,-361.81E-03
-43.77500E+00,-864.32E-03,-377.89E-03
-43.75000E+00,-864.32E-03,-381.91E-03
-43.72500E+00,-880.40E-03,-377.89E-03
-43.70000E+00,-864.32E-03,-361.81E-03
-43.67500E+00,-864.32E-03,-353.77E-03
-43.65000E+00,-860.30E-03,-361.81E-03
-43.62500E+00,-864.32E-03,-361.81E-03
-43.60000E+00,-864.32E-03,-361.81E-03
-43.57500E+00,-864.32E-03,-353.77E-03
-43.55000E+00,-864.32E-03,-361.81E-03
-43.52500E+00,-864.32E-03,-361.81E-03
-43.50000E+00,-864.32E-03,-361.81E-03
-43.47500E+00,-844.22E-03,-361.81E-03
-43.45000E+00,-852.26E-03,-361.81E-03
-43.42500E+00,-844.22E-03,-361.81E-03
-43.40000E+00,-848.24E-03,-361.81E-03
-43.37500E+00,-844.22E-03,-341.71E-03
-43.35000E+00,-844.22E-03,-357.79E-03
-43.32500E+00,-844.22E-03,-341.71E-03
-43.30000E+00,-844.22E-03,-341.71E-03
-43.27500E+00,-844.22E-03,-361.81E-03
-43.25000E+00,-844.22E-03,-341.71E-03
-43.22500E+00,-844.22E-03,-357.79E-03
-43.20000E+00,-844.22E-03,-361.81E-03
-43.17500E+00,-824.12E-03,-353.77E-03
-43.15000E+00,-844.22E-03,-341.71E-03
-43.12500E+00,-844.22E-03,-361.81E-03
-43.10000E+00,-824.12E-03,-341.71E-03
-43.07500E+00,-832.16E-03,-341.71E-03
-43.05000E+00,-832.16E-03,-341.71E-03
-43.02500E+00,-824.12E-03,-341.71E-03
-43.00000E+00,-824.12E-03,-341.71E-03
-42.97500E+00,-824.12E-03,-341.71E-03
-42.95000E+00,-824.12E-03,-341.71E-03
-42.92500E+00,-824.12E-03,-341.71E-03
-42.90000E+00,-824.12E-03,-337.69E-03
-42.87500E+00,-824.12E-03,-341.71E-03
-42.85000E+00,-824.12E-03,-341.71E-03
-42.82500E+00,-824.12E-03,-333.67E-03
-42.80000E+00,-816.08E-03,-341.71E-03
-42.77500E+00,-824.12E-03,-341.71E-03
-42.75000E+00,-824.12E-03,-341.71E-03
-42.72500E+00,-820.10E-03,-341.71E-03
-42.70000E+00,-824.12E-03,-341.71E-03
-42.67500E+00,-824.12E-03,-329.65E-03
-42.65000E+00,-824.12E-03,-341.71E-03
-42.62500E+00,-804.02E-03,-321.61E-03
-42.60000E+00,-820.10E-03,-337.69E-03
-42.57500E+00,-804.02E-03,-329.65E-03
-42.55000E+00,-804.02E-03,-321.61E-03
-42.52500E+00,-804.02E-03,-321.61E-03
-42.50000E+00,-804.02E-03,-341.71E-03
-42.47500E+00,-804.02E-03,-321.61E-03
-42.45000E+00,-804.02E-03,-321.61E-03
-42.42500E+00,-795.98E-03,-329.65E-03
-42.40000E+00,-804.02E-03,-337.69E-03
-42.37500E+00,-804.02E-03,-321.61E-03
-42.35000E+00,-804.02E-03,-321.61E-03
-42.32500E+00,-783.92E-03,-321.61E-03
-42.30000E+00,-804.02E-03,-321.61E-03
-42.27500E+00,-787.94E-03,-321.61E-03
-42.25000E+00,-804.02E-03,-321.61E-03
-42.22500E+00,-800.00E-03,-321.61E-03
-42.20000E+00,-795.98E-03,-321.61E-03
-42.17500E+00,-783.92E-03,-321.61E-03
-42.15000E+00,-783.92E-03,-321.61E-03
-42.12500E+00,-763.82E-03,-321.61E-03
-42.10000E+00,-783.92E-03,-321.61E-03
-42.07500E+00,-783.92E-03,-313.57E-03
-42.05000E+00,-783.92E-03,-313.57E-03
-42.02500E+00,-783.92E-03,-305.53E-03
-42.00000E+00,-783.92E-03,-301.51E-03
-41.97500E+00,-767.84E-03,-305.53E-03
-41.95000E+00,-775.88E-03,-321.61E-03
-41.92500E+00,-783.92E-03,-313.57E-03
-41.90000E+00,-779.90E-03,-321.61E-03
-41.87500E+00,-783.92E-03,-321.61E-03
-41.85000E+00,-767.84E-03,-321.61E-03
-41.82500E+00,-783.92E-03,-313.57E-03
-41.80000E+00,-775.88E-03,-321.61E-03
-41.77500E+00,-767.84E-03,-321.61E-03
-41.75000E+00,-763.82E-03,-321.61E-03
-41.72500E+00,-779.90E-03,-301.51E-03
-41.70000E+00,-771.86E-03,-313.57E-03
-41.67500E+00,-771.86E-03,-301.51E-03
-41.65000E+00,-763.82E-03,-301.51E-03
-41.62500E+00,-763.82E-03,-301.51E-03
-41.60000E+00,-763.82E-03,-305.53E-03
-41.57500E+00,-751.76E-03,-313.57E-03
-41.55000E+00,-755.78E-03,-301.51E-03
-41.52500E+00,-763.82E-03,-301.51E-03
-41.50000E+00,-743.72E-03,-301.51E-03
-41.47500E+00,-759.80E-03,-301.51E-03
-41.45000E+00,-755.78E-03,-309.55E-03
-41.42500E+00,-751.76E-03,-301.51E-03
-41.40000E+00,-747.74E-03,-301.51E-03
-41.37500E+00,-763.82E-03,-301.51E-03
-41.35000E+00,-743.72E-03,-301.51E-03
-41.32500E+00,-743.72E-03,-301.51E-03
-41.30000E+00,-755.78E-03,-301.51E-03
-41.27500E+00,-743.72E-03,-301.51E-03
-41.25000E+00,-743.72E-03,-301.51E-03
-41.22500E+00,-743.72E-03,-301.51E-03
-41.20000E+00,-735.68E-03,-301.51E-03
-41.17500E+00,-743.72E-03,-301.51E-03
-41.15000E+00,-743.72E-03,-301.51E-03
-41.12500E+00,-743.72E-03,-301.51E-03
-41.10000E+00,-727.64E-03,-285.43E-03
-41.07500E+00,-731.66E-03,-281.41E-03
-41.05000E+00,-735.68E-03,-293.47E-03
-41.02500E+00,-739.70E-03,-281.41E-03
-41.00000E+00,-723.62E-03,-281.41E-03
-40.97500E+00,-723.62E-03,-281.41E-03
-40.95000E+00,-723.62E-03,-301.51E-03
-40.92500E+00,-723.62E-03,-301.51E-03
-40.90000E+00,-739.70E-03,-281.41E-03
-40.87500E+00,-723.62E-03,-281.41E-03
-40.85000E+00,-723.62E-03,-281.41E-03
-40.82500E+00,-723.62E-03,-293.47E-03
-40.80000E+00,-711.56E-03,-293.47E-03
-40.77500E+00,-719.60E-03,-281.41E-03
-40.75000E+00,-703.52E-03,-281.41E-03
-40.72500E+00,-723.62E-03,-285.43E-03
-40.70000E+00,-715.58E-03,-281.41E-03
-40.67500E+00,-723.62E-03,-281.41E-03
-40.65000E+00,-703.52E-03,-281.41E-03
-40.62500E+00,-703.52E-03,-281.41E-03
-40.60000E+00,-703.52E-03,-285.43E-03
-40.57500E+00,-711.56E-03,-281.41E-03
-40.55000E+00,-703.52E-03,-281.41E-03
-40.52500E+00,-703.52E-03,-281.41E-03
-40.50000E+00,-703.52E-03,-281.41E-03
-40.47500E+00,-703.52E-03,-281.41E-03
-40.45000E+00,-703.52E-03,-281.41E-03
-40.42500E+00,-703.52E-03,-281.41E-03
-40.40000E+00,-703.52E-03,-277.39E-03
-40.37500E+00,-703.52E-03,-281.41E-03
-40.35000E+00,-703.52E-03,-281.41E-03
-40.32500E+00,-703.52E-03,-281.41E-03
-40.30000E+00,-695.48E-03,-281.41E-03
-40.27500E+00,-699.50E-03,-281.41E-03
-40.25000E+00,-703.52E-03,-261.31E-03
-40.22500E+00,-703.52E-03,-261.31E-03
-40.20000E+00,-695.48E-03,-281.41E-03
-40.17500E+00,-703.52E-03,-281.41E-03
-40.15000E+00,-683.42E-03,-281.41E-03
-40.12500E+00,-683.42E-03,-281.41E-03
-40.10000E+00,-683.42E-03,-277.39E-03
-40.07500E+00,-683.42E-03,-261.31E-03
-40.05000E+00,-691.46E-03,-269.35E-03
-40.02500E+00,-683.42E-03,-261.31E-03
-40.00000E+00,-683.42E-03,-261.31E-03
-39.97500E+00,-683.42E-03,-277.39E-03
-39.95000E+00,-671.36E-03,-261.31E-03
-39.92500E+00,-675.38E-03,-269.35E-03
-39.90000E+00,-683.42E-03,-261.31E-03
-39.87500E+00,-683.42E-03,-281.41E-03
-39.85000E+00,-683.42E-03,-265.33E-03
-39.82500E+00,-671.36E-03,-261.31E-03
-39.80000E+00,-683.42E-03,-273.37E-03
-39.77500E+00,-683.42E-03,-261.31E-03
-39.75000E+00,-663.32E-03,-241.21E-03
-39.72500E+00,-667.34E-03,-261.31E-03
-39.70000E+00,-663.32E-03,-261.31E-03
-39.67500E+00,-663.32E-03,-261.31E-03
-39.65000E+00,-663.32E-03,-265.33E-03
-39.62500E+00,-663.32E-03,-261.31E-03
-39.60000E+00,-663.32E-03,-261.31E-03
-39.57500E+00,-663.32E-03,-261.31E-03
-39.55000E+00,-663.32E-03,-261.31E-03
-39.52500E+00,-663.32E-03,-261.31E-03
-39.50000E+00,-663.32E-03,-241.21E-03
-39.47500E+00,-659.30E-03,-257.29E-03
-39.45000E+00,-663.32E-03,-261.31E-03
-39.42500E+00,-663.32E-03,-261.31E-03
-39.40000E+00,-647.24E-03,-261.31E-03
-39.37500E+00,-643.22E-03,-261.31E-03
-39.35000E+00,-643.22E-03,-245.23E-03
-39.32500E+00,-655.28E-03,-261.31E-03
-39.30000E+00,-643.22E-03,-253.27E-03
-39.27500E+00,-643.22E-03,-257.29E-03
-39.25000E+00,-643.22E-03,-241.21E-03
-39.22500E+00,-643.22E-03,-257.29E-03
-39.20000E+00,-643.22E-03,-241.21E-03
-39.17500E+00,-655.28E-03,-241.21E-03
-39.15000E+00,-647.24E-03,-245.23E-03
-39.12500E+00,-643.22E-03,-261.31E-03
-39.10000E+00,-643.22E-03,-245.23E-03
-39.07500E+00,-643.22E-03,-241.21E-03
-39.05000E+00,-643.22E-03,-253.27E-03
-39.02500E+00,-643.22E-03,-245.23E-03
-39.00000E+00,-643.22E-03,-241.21E-03
-38.97500E+00,-643.22E-03,-241.21E-03
-38.95000E+00,-635.18E-03,-249.25E-03
-38.92500E+00,-635.18E-03,-241.21E-03
-38.90000E+00,-643.22E-03,-241.21E-03
-38.87500E+00,-623.12E-03,-241.21E-03
-38.85000E+00,-623.12E-03,-241.21E-03
-38.82500E+00,-623.12E-03,-241.21E-03
-38.80000E+00,-623.12E-03,-241.21E-03
-38.77500E+00,-639.20E-03,-241.21E-03
-38.75000E+00,-623.12E-03,-241.21E-03
-38.72500E+00,-623.12E-03,-241.21E-03
-38.70000E+00,-623.12E-03,-241.21E-03
-38.67500E+00,-611.06E-03,-241.21E-03
-38.65000E+00,-623.12E-03,-241.21E-03
-38.62500E+00,-623.12E-03,-241.21E-03
-38.60000E+00,-623.12E-03,-241.21E-03
-38.57500E+00,-623.12E-03,-241.21E-03
-38.55000E+00,-623.12E-03,-241.21E-03
-38.52500E+00,-603.02E-03,-241.21E-03
-38.50000E+00,-603.02E-03,-241.21E-03
-38.47500E+00,-607.04E-03,-241.21E-03
-38.45000E+00,-603.02E-03,-221.11E-03
-38.42500E+00,-603.02E-03,-229.15E-03
-38.40000E+00,-603.02E-03,-241.21E-03
-38.37500E+00,-603.02E-03,-221.11E-03
-38.35000E+00,-603.02E-03,-237.19E-03
-38.32500E+00,-603.02E-03,-241.21E-03
-38.30000E+00,-603.02E-03,-241.21E-03
-38.27500E+00,-603.02E-03,-241.21E-03
-38.25000E+00,-603.02E-03,-241.21E-03
-38.22500E+00,-586.93E-03,-237.19E-03
-38.20000E+00,-603.02E-03,-241.21E-03
-38.17500E+00,-603.02E-03,-229.15E-03
-38.15000E+00,-586.93E-03,-221.11E-03
-38.12500E+00,-603.02E-03,-241.21E-03
-38.10000E+00,-603.02E-03,-241.21E-03
-38.07500E+00,-603.02E-03,-221.11E-03
-38.05000E+00,-582.91E-03,-233.17E-03
-38.02500E+00,-582.91E-03,-221.11E-03
-38.00000E+00,-582.91E-03,-221.11E-03
-37.97500E+00,-582.91E-03,-225.13E-03
-37.95000E+00,-582.91E-03,-221.11E-03
-37.92500E+00,-582.91E-03,-221.11E-03
-37.90000E+00,-582.91E-03,-221.11E-03
-37.87500E+00,-582.91E-03,-241.21E-03
-37.85000E+00,-582.91E-03,-221.11E-03
-37.82500E+00,-582.91E-03,-221.11E-03
-37.80000E+00,-582.91E-03,-221.11E-03
-37.77500E+00,-582.91E-03,-205.03E-03
-37.75000E+00,-582.91E-03,-221.11E-03
-37.72500E+00,-582.91E-03,-221.11E-03
-37.70000E+00,-582.91E-03,-213.07E-03
-37.67500E+00,-582.91E-03,-221.11E-03
-37.65000E+00,-566.83E-03,-221.11E-03
-37.62500E+00,-582.91E-03,-221.11E-03
-37.60000E+00,-562.81E-03,-221.11E-03
-37.57500E+00,-570.85E-03,-201.01E-03
-37.55000E+00,-562.81E-03,-201.01E-03
-37.52500E+00,-562.81E-03,-221.11E-03
-37.50000E+00,-582.91E-03,-221.11E-03
-37.47500E+00,-562.81E-03,-221.11E-03
-37.45000E+00,-562.81E-03,-221.11E-03
-37.42500E+00,-562.81E-03,-209.05E-03
-37.40000E+00,-562.81E-03,-221.11E-03
-37.37500E+00,-562.81E-03,-221.11E-03
-37.35000E+00,-562.81E-03,-205.03E-03
-37.32500E+00,-550.75E-03,-201.01E-03
-37.30000E+00,-562.81E-03,-201.01E-03
-37.27500E+00,-558.79E-03,-217.09E-03
-37.25000E+00,-542.71E-03,-201.01E-03
-37.22500E+00,-542.71E-03,-217.09E-03
-37.20000E+00,-562.81E-03,-221.11E-03
-37.17500E+00,-562.81E-03,-213.07E-03
-37.15000E+00,-542.71E-03,-201.01E-03
-37.12500E+00,-542.71E-03,-201.01E-03
-37.10000E+00,-542.71E-03,-217.09E-03
-37.07500E+00,-542.71E-03,-201.01E-03
-37.05000E+00,-550.75E-03,-201.01E-03
-37.02500E+00,-542.71E-03,-201.01E-03
-37.00000E+00,-542.71E-03,-201.01E-03
-36.97500E+00,-526.63E-03,-201.01E-03
-36.95000E+00,-542.71E-03,-201.01E-03
-36.92500E+00,-534.67E-03,-201.01E-03
-36.90000E+00,-522.61E-03,-201.01E-03
-36.87500E+00,-542.71E-03,-201.01E-03
-36.85000E+00,-538.69E-03,-184.92E-03
-36.82500E+00,-530.65E-03,-201.01E-03
-36.80000E+00,-530.65E-03,-201.01E-03
-36.77500E+00,-542.71E-03,-201.01E-03
-36.75000E+00,-542.71E-03,-201.01E-03
-36.72500E+00,-522.61E-03,-201.01E-03
-36.70000E+00,-522.61E-03,-201.01E-03
-36.67500E+00,-522.61E-03,-201.01E-03
-36.65000E+00,-522.61E-03,-201.01E-03
-36.62500E+00,-522.61E-03,-201.01E-03
-36.60000E+00,-522.61E-03,-201.01E-03
-36.57500E+00,-522.61E-03,-201.01E-03
-36.55000E+00,-522.61E-03,-188.94E-03
-36.52500E+00,-522.61E-03,-201.01E-03
-36.50000E+00,-522.61E-03,-201.01E-03
-36.47500E+00,-518.59E-03,-201.01E-03
-36.45000E+00,-510.55E-03,-188.94E-03
-36.42500E+00,-510.55E-03,-201.01E-03
-36.40000E+00,-506.53E-03,-201.01E-03
-36.37500E+00,-502.51E-03,-201.01E-03
-36.35000E+00,-518.59E-03,-184.92E-03
-36.32500E+00,-502.51E-03,-188.94E-03
-36.30000E+00,-502.51E-03,-188.94E-03
-36.27500E+00,-502.51E-03,-184.92E-03
-36.25000E+00,-502.51E-03,-180.90E-03
-36.22500E+00,-502.51E-03,-180.90E-03
-36.20000E+00,-502.51E-03,-180.90E-03
