t,V_in,V_out
-2.17500E+00,+1.08543E+00,+510.55E-03
-2.15000E+00,+1.10151E+00,+502.51E-03
-2.12500E+00,+1.10553E+00,+502.51E-03
-2.10000E+00,+1.10553E+00,+502.51E-03
-2.07500E+00,+1.09749E+00,+502.51E-03
-2.05000E+00,+1.10553E+00,+514.57E-03
-2.02500E+00,+1.10553E+00,+522.61E-03
-2.00000E+00,+1.10553E+00,+522.61E-03
-1.97500E+00,+1.10553E+00,+522.61E-03
-1.95000E+00,+1.10553E+00,+522.61E-03
-1.92500E+00,+1.10553E+00,+522.61E-03
-1.90000E+00,+1.10553E+00,+522.61E-03
-1.87500E+00,+1.10553E+00,+502.51E-03
-1.85000E+00,+1.10553E+00,+522.61E-03
-1.82500E+00,+1.10553E+00,+522.61E-03
-1.80000E+00,+1.10553E+00,+522.61E-03
-1.77500E+00,+1.10553E+00,+522.61E-03
-1.75000E+00,+1.12563E+00,+522.61E-03
-1.72500E+00,+1.10955E+00,+522.61E-03
-1.70000E+00,+1.12563E+00,+530.65E-03
-1.67500E+00,+1.10553E+00,+530.65E-03
-1.65000E+00,+1.10955E+00,+522.61E-03
-1.62500E+00,+1.12563E+00,+542.71E-03
-1.60000E+00,+1.12563E+00,+542.71E-03
-1.57500E+00,+1.12563E+00,+522.61E-03
-1.55000E+00,+1.12563E+00,+534.67E-03
-1.52500E+00,+1.12563E+00,+538.69E-03
-1.50000E+00,+1.12563E+00,+522.61E-03
-1.47500E+00,+1.12563E+00,+538.69E-03
-1.45000E+00,+1.12563E+00,+530.65E-03
-1.42500E+00,+1.13769E+00,+530.65E-03
-1.40000E+00,+1.12563E+00,+526.63E-03
-1.37500E+00,+1.14573E+00,+542.71E-03
-1.35000E+00,+1.14573E+00,+542.71E-03
-1.32500E+00,+1.13769E+00,+542.71E-03
-1.30000E+00,+1.14573E+00,+542.71E-03
-1.27500E+00,+1.14573E+00,+542.71E-03
-1.25000E+00,+1.14573E+00,+542.71E-03
-1.22500E+00,+1.14573E+00,+558.79E-03
-1.20000E+00,+1.14573E+00,+550.75E-03
-1.17500E+00,+1.14573E+00,+542.71E-03
-1.15000E+00,+1.14573E+00,+546.73E-03
-1.12500E+00,+1.14573E+00,+542.71E-03
-1.10000E+00,+1.14573E+00,+546.73E-03
-1.07500E+00,+1.15377E+00,+562.81E-03
-1.05000E+00,+1.14573E+00,+562.81E-03
-1.02500E+00,+1.14573E+00,+558.79E-03
-1.00000E+00,+1.16583E+00,+542.71E-03
-975.00E-03,+1.16583E+00,+562.81E-03
-950.00E-03,+1.16583E+00,+562.81E-03
-925.00E-03,+1.16583E+00,+554.77E-03
-900.00E-03,+1.16583E+00,+578.89E-03
-875.00E-03,+1.16583E+00,+562.81E-03
-850.00E-03,+1.16583E+00,+562.81E-03
-825.00E-03,+1.16583E+00,+570.85E-03
-800.00E-03,+1.16583E+00,+550.75E-03
-775.00E-03,+1.16583E+00,+566.83E-03
-750.00E-03,+1.16583E+00,+562.81E-03
-725.00E-03,+1.16985E+00,+578.89E-03
-700.00E-03,+1.16583E+00,+574.87E-03
-675.00E-03,+1.16583E+00,+570.85E-03
-650.00E-03,+1.18191E+00,+578.89E-03
-625.00E-03,+1.18593E+00,+582.91E-03
-600.00E-03,+1.16985E+00,+582.91E-03
-575.00E-03,+1.17789E+00,+582.91E-03
-550.00E-03,+1.17387E+00,+582.91E-03
-525.00E-03,+1.18593E+00,+582.91E-03
-500.00E-03,+1.18593E+00,+582.91E-03
-475.00E-03,+1.18593E+00,+582.91E-03
-450.00E-03,+1.18593E+00,+594.97E-03
-425.00E-03,+1.18593E+00,+582.91E-03
-400.00E-03,+1.18593E+00,+582.91E-03
-375.00E-03,+1.18593E+00,+582.91E-03
-350.00E-03,+1.20603E+00,+582.91E-03
-325.00E-03,+1.19799E+00,+582.91E-03
-300.00E-03,+1.20603E+00,+582.91E-03
-275.00E-03,+1.18593E+00,+598.99E-03
-250.00E-03,+1.18593E+00,+582.91E-03
-225.00E-03,+1.18593E+00,+598.99E-03
-200.00E-03,+1.20603E+00,+590.95E-03
-175.00E-03,+1.18593E+00,+582.91E-03
-150.00E-03,+1.18593E+00,+603.02E-03
-125.00E-03,+1.20603E+00,+582.91E-03
-100.00E-03,+1.18593E+00,+586.93E-03
-75.00E-03,+1.18593E+00,+590.95E-03
-50.00E-03,+1.18593E+00,+582.91E-03
-25.00E-03,+1.18593E+00,+582.91E-03
